,scientificName,stateProvince,municipality,verbatimLocality,verbatimCoordinates,verbatimElevation,eventDate,habitat,observaciones,Abundancia,Legatarios,Número de pliego
3777,Vicia orobus DC.,Or,Viana do Bolo,"Quintela de Humoso, Cantera",29TPG5867,790.0,13-V-2007,en cuneta húmeda y sombría bajo bosque de Quercus pyrenaica,,frecuente,R. Pino & J.J. Pino,LOU 32562
3778,Geum sylvaticum Pourr.,Or,Viana do Bolo,"Quintela de Humoso, Cantera",29TPG5867,790.0,13-V-2007,en cuneta húmeda y sombría bajo bosque de Quercus pyrenaica,,escasa,R. Pino & J.J. Pino,LOU 32563
3779,Ophioglossum vulgatum L.,Po,Cangas,Playa de Barra,29TNG1279,10.0,26-IV-2007,en prado natural húmedo al lado de las dunas,,localmente abundante,R. Pino & J.J. Pino,LOU 32564
3780,Evax pygmaea subsp. ramosissima (Mariz) R. Fern. & I. Nogueira,Po,Cangas,Playa de Liméns,29TNG1578,10.0,05-V-2007,en dunas secundarias,,localmente abundante,R. Pino & J.J. Pino,LOU 32565
3781,Evax lusitanica Samp.,BA,,Castelo de Mendo,29TP72,760.0,28-IV-2007,terreno arenoso esquelético sobre granito,,,J.L. Camaño,LOU 32566
3782,Nigella damascena L.,C,Valdoviño,Playa de Pantín,29TNJ7232,30.0,02-VI-2007,"en margen de carretera, al lado de un muro",,escasa,R. Pino & J.J. Pino,LOU 32568
3783,Euphrasia minima DC.,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8139,230.0,02-VI-2007,Sobre suelos pobres en ultrabásicas,,frecuente,R. Pino & J.J. Pino,LOU 32569
3784,Sisymbrium austriacum subsp. chrysanthum (Jord.) Rouy & Foucaud,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8139,230.0,02-VI-2007,Sobre suelos pobres en ultrabásicas,,frecuente,R. Pino & J.J. Pino,LOU 32570
3785,Polygala vulgaris L.,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8139,230.0,02-VI-2007,Sobre suelos algo profundos en ultrabásicas,,frecuente,R. Pino & J.J. Pino,LOU 32573
3786,Scorzonera humilis L.,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8039,100.0,02-VI-2007,en prados naturales,,frecuente,R. Pino & J.J. Pino,LOU 32574
3787,Thymus longicaulis C. Presl,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8039,100.0,02-VI-2007,en prados naturales,,abundante,R. Pino & J.J. Pino,LOU 32575
3788,Anthyllis vulneraria L.,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8039,100.0,02-VI-2007,en prados naturales,,abundante,R. Pino & J.J. Pino,LOU 32576
3789,Pedicularis sylvatica L.,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8039,100.0,02-VI-2007,en prados naturales,,localmente abundante,R. Pino & J.J. Pino,LOU 32577
3790,Simethis planifolia (L.) Gren.,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8039,100.0,02-VI-2007,en prados naturales,,abundante,R. Pino & J.J. Pino,LOU 32578
3791,Saxifraga spathularis Brot.,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8139,230.0,02-VI-2007,en grietas de rocas ultrabásicas,,abundante,R. Pino & J.J. Pino,LOU 32579
3792,Lotus corniculatus subsp. carpetanus (Lacaita) Rivas Mart.,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8139,230.0,02-VI-2007,en grietas de rocas ultrabásicas,,abundante,R. Pino & J.J. Pino,LOU 32580
3793,Sedum arenarium Brot.,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8139,230.0,02-VI-2007,en grietas de rocas ultrabásicas,,frecuente,R. Pino & J.J. Pino,LOU 32581
3794,Sagina merinoi Merino,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8139,230.0,02-VI-2007,en grietas de rocas ultrabásicas,,abundante,R. Pino & J.J. Pino,LOU 32582
3795,Lotus corniculatus subsp. carpetanus (Lacaita) Rivas Mart.,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8139,230.0,02-VI-2007,en grietas de rocas ultrabásicas,,abundante,R. Pino & J.J. Pino,LOU 32583
3796,Hypochoeris radicata L.,C,Cedeira,"Serra de A Capelada, Obico",29TNJ8039,220.0,02-VI-2007,Sobre suelos algo profundos en ultrabásicas,,frecuente,R. Pino & J.J. Pino,LOU 32584
3797,Pinguicula vulgaris L.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8643,425.0,02-VI-2007,en talud húmedo sobre un pequeño estanque,,localmente abundante,R. Pino & J.J. Pino,LOU 32586
3798,Briza minor L.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,200.0,02-VI-2007,en zona de matorral sobre ultrabásicas,,escasa,R. Pino & J.J. Pino,LOU 32587
3799,Centaurea borjae Valdés Berm. & Rivas Goday,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,200.0,02-VI-2007,en zona de matorral sobre ultrabásicas,,abundante,R. Pino & J.J. Pino,LOU 32588
3800,Lotus corniculatus subsp. carpetanus (Lacaita) Rivas Mart.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,200.0,02-VI-2007,en zona de matorral sobre ultrabásicas,,muy abundante,R. Pino & J.J. Pino,LOU 32590
3801,Anagallis arvensis L.,C,Cedeira,"Serra de A Capelada, Punta Robaliceira",29TNJ8443,50.0,02-VI-2007,"en terrenos descubiertos, talud con escasa vegetación",,frecuente,R. Pino & J.J. Pino,LOU 32591
3802,Pulicaria odora (L.) Rchb.,C,Cedeira,"Serra de A Capelada, Punta Robaliceira",29TNJ8443,30.0,02-VI-2007,en prados naturales,,frecuente,R. Pino & J.J. Pino,LOU 32595
3803,Pulicaria odora (L.) Rchb.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,180.0,02-VI-2007,en zona de matorral sobre ultrabásicas,,frecuente,R. Pino & J.J. Pino,LOU 32597
3804,Iberis procumbens Lange,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,180.0,02-VI-2007,en zona de matorral sobre ultrabásicas,,frecuente,R. Pino & J.J. Pino,LOU 32598
3805,Crambe hispanica L.,Or,Arnoia,"Valdemeixeira, río Arnoia",29TNG7375,180.0,28-V-2007,,Ejemplar cultivado en casa a partir de un ejemplar de Arnoia (LOU 30988),escasa,R. Pino & J.J. Pino,LOU 32599
3806,Coronopus didymus (L.) Sm.,Po,Cangas,"Darbo, Sierra Poniente",29TNG1778,80.0,28-V-2007,en zona de tierras removidas,,frecuente,R. Pino & J.J. Pino,LOU 32600
3807,Catalpa bignonioides Walt.,Po,Cangas,"Darbo, San Roque",29TNG1778,70.0,29-V-2007,Como árbol ornamental en un aparcamiento,,escasa,"R. Pino, M.J. García & A. Pino García",LOU 32603
3808,Tritonia x crocosmiflora (Lemoine) G. Nicholson,Po,Poio,Raxó,29TNG2095,50.0,16-VI-2007,en talud húmedo y con gran cobertura herbácea,,escasa,R. Pino & J.J. Pino,LOU 32605
3809,Scorzonera humilis L.,Po,Forcarei,Serra de Candán,29TNH6016,984.0,16-VI-2007,entre el matorral de Ulex y erica,,abundante,R. Pino & J.J. Pino,LOU 32607
3810,Canna indica L.,Po,Poio,Raxó,29TNG2095,50.0,16-VI-2007,en talud húmedo y herbáceo,,frecuente,R. Pino & J.J. Pino,LOU 32608
3811,Arnica montana L. subsp. montana,Po,Forcarei,Serra de Candán,29TNH5917,891.0,16-VI-2007,en prado muy húmedo,,localmente abundante,R. Pino & J.J. Pino,LOU 32609
3812,Dactylorhiza maculata (L.) Soó,Po,Forcarei,Serra de Candán,29TNH5917,891.0,16-VI-2007,en prado muy húmedo,,localmente abundante,R. Pino & J.J. Pino,LOU 32610
3813,Narthecium ossifragum (L.) Huds.,Po,Forcarei,Serra de Candán,29TNH5917,891.0,16-VI-2007,en prado muy húmedo,,localmente abundante,R. Pino & J.J. Pino,LOU 32611
3814,Ageratina adenophora (Spreng.) King & H. Rob.,Po,Vigo,Acceso autopista A9,29TNG2476,55.0,16-VI-2007,en márgen de camino,"Se extiende por el último kilómetro de acceso a Vigo por la A-9, a ambos lados",localmente abundante,R. Pino & J.J. Pino,LOU 32612
3815,Spartium junceum L.,Po,Vigo,Acceso autopista A9,29TNG2678,80.0,16-VI-2007,en márgen de autopista,"Hemos observado menos de una docena de ejemplares, a ambos lados de la autopista. No han sido plantados",escasa,R. Pino & J.J. Pino,LOU 32613
3816,Eriophorum angustifolium Honck.,Po,Forcarei,Serra de Candán,29TNH6016,984.0,05-VI-2007,en prado turboso,,localmente abundante,R. Pino & J.J. Pino,LOU 32614
3817,Hippocrepis commutata Pau,Or,Rubiá,Covas,29TPH7705,500.0,25-VI-2007,en zonas calizas,,frecuente,J.L. Camaño,LOU 32615
3818,Drosera rotundifolia L.,Po,Forcarei,Serra de Candán,29TNH6016,984.0,05-VI-2007,en prado turboso,,frecuente,R. Pino & J.J. Pino,LOU 32616
3819,Ilex aquifolium L.,Po,Forcarei,Serra de Candán,29TNH6016,984.0,05-VI-2007,en bosque atlántico,,abundante,R. Pino & J.J. Pino,LOU 32617
3820,Sagina merinoi Merino,Po,Forcarei,Serra de Candán,29TNH6016,984.0,05-VI-2007,en zonas de camino con serpentinas,,localmente abundante,R. Pino & J.J. Pino,LOU 32620
3821,Euphorbia flavicoma subsp. occidentalis M. Laínz,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8643,540.0,02-VI-2007,en talud sobre el acantilado,,muy abundante,R. Pino & J.J. Pino,LOU 32621
3822,Acer pseudoplatanus L.,Or,Verín,Serra de Veiga das Meas,29TPG3141,550.0,22-VI-2007,en borde de camino de zona mediterránea,,frecuente,R. Pino & J.J. Pino,LOU 32622
3823,Petrorhagia nanteuilii (Burnat) P.W. Ball & Heywood,Or,Verín,Serra de Veiga das Meas,29TPG3242,550.0,22-VI-2007,entre roquedos sobre el arroyo de As Quintas,,frecuente,R. Pino & J.J. Pino,LOU 32625
3824,Asplenium billotii F.W. Schultz,Or,Verín,Serra de Veiga das Meas,29TPG3242,550.0,22-VI-2007,entre roquedos sobre el arroyo de As Quintas,,escasa,R. Pino & J.J. Pino,LOU 32627
3825,Anogramma leptophylla (L.) Link,Or,Verín,Serra de Veiga das Meas,29TPG3242,550.0,22-VI-2007,entre roquedos sobre el arroyo de As Quintas,,escasa,R. Pino & J.J. Pino,LOU 32628
3826,Melica ciliata L.,Or,Verín,Serra de Veiga das Meas,29TPG3242,550.0,22-VI-2007,entre roquedos sobre el arroyo de As Quintas,,escasa,R. Pino & J.J. Pino,LOU 32629
3827,Aristolochia paucinervis Pomel,Or,Verín,Serra de Veiga das Meas,29TPG3242,550.0,22-VI-2007,entre roquedos sobre el arroyo de As Quintas,,abundante,R. Pino & J.J. Pino,LOU 32634
3828,Silene scabriflora Brot.,Or,Verín,Serra de Veiga das Meas,29YPG3241,530.0,22-VI-2007,en zona mediterránea de matorral de Cytisus scoparius y Pterospartum tridentatum,,abundante,R. Pino & J.J. Pino,LOU 32636
3829,Sedum forsterianum Sm.,Or,Verín,Serra de Veiga das Meas,29TPG3242,550.0,22-VI-2007,entre roquedos sobre el arroyo de As Quintas,,abundante,R. Pino & J.J. Pino,LOU 32637
3830,Linaria spartea (L.) Willd.,Or,Verín,Serra de Veiga das Meas,29TPG3241,510.0,22-VI-2007,en zona mediterránea de matorral de Cytisus scoparius y Pterospartum tridentatum,,abundante,R. Pino & J.J. Pino,LOU 32638
3831,Daphne gnidium L.,Or,Verín,Serra de Veiga das Meas,29TPG3241,510.0,22-VI-2007,en zona mediterránea de matorral de Cytisus scoparius y Pterospartum tridentatum,,frecuente,R. Pino & J.J. Pino,LOU 32639
3832,Linaria saxatilis (L.) Chaz.,Or,Verín,Serra de Veiga das Meas,29TPG3241,510.0,22-VI-2007,en zona mediterránea de matorral de Cytisus scoparius y Pterospartum tridentatum,,abundante,R. Pino & J.J. Pino,LOU 32640
3833,Logfia gallica (L.) Coss. & Germ.,Or,Verín,Serra de Veiga das Meas,29TPG3241,510.0,22-VI-2007,en zona descubierta al margen del matorral de Cytisus scoparius y Pterospartum tridentatum,,abundante,R. Pino & J.J. Pino,LOU 32642
3834,Thapsia minor Hoffmanns. & Link,Or,Verín,Serra de Veiga das Meas,29TPG3241,510.0,22-VI-2007,en zona mediterránea de matorral de Cytisus scoparius y Pterospartum tridentatum,,abundante,R. Pino & J.J. Pino,LOU 32643
3835,Torilis nodosa (L.) Gaertn.,Or,Verín,Serra de Veiga das Meas,29TPG3242,550.0,22-VI-2007,entre roquedos sobre el arroyo de As Quintas,,escasa,R. Pino & J.J. Pino,LOU 32644
3836,Ranunculus bulbosus L.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8643,510.0,24-VI-2007,en zonas encharcadas del acantilado,En zona de ultrabásicas,abundante,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32646
3837,Centaurium chloodes (Brot.) Samp.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,160.0,24-VI-2007,en prados naturales,En zona de ultrabásicas,frecuente,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32647
3838,Cynosurus cristatus L.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8643,400.0,24-VI-2007,en zonas encharcadas del acantilado,En zona de ultrabásicas,escasa,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32648
3839,Briza minor L.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8643,400.0,24-VI-2007,en zona de matorral de erica vagans,En zona de ultrabásicas,frecuente,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32649
3840,Gymnadenia conopsea (L.) R. Br.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8643,400.0,24-VI-2007,en prados naturales,En zona de ultrabásicas,escasa,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32651
3841,Biscutella valentina (L.) Heywood subsp. valentina,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,250.0,24-VI-2007,en zonas de acantilado,En zona de ultrabásicas,frecuente,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32652
3842,Arrhenatherum elatius (L.) J. Presl & C. Presl,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,250.0,24-VI-2007,en zonas de acantilado,En zona de ultrabásicas,frecuente,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32653
3843,Dianthus hyssopifolius L.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,250.0,24-VI-2007,en prados naturales,En zona de ultrabásicas,frecuente,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32655
3844,Lotus corniculatus subsp. carpetanus (Lacaita) Rivas Mart.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,160.0,24-VI-2007,en prados naturales,En zona de ultrabásicas,muy abundante,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32658
3845,Samolus valerandi L.,C,Cedeira,"Serra de A Capelada, Punta Robaliceira",29TNJ8443,20.0,24-VI-2007,en zona húmeda a la sombra de Schoenus nigricans,En zona de ultrabásicas,escasa,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32660
3846,Lotus corniculatus subsp. carpetanus (Lacaita) Rivas Mart.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,80.0,24-VI-2007,en prados naturales muy soleados,En zona de ultrabásicas,muy abundante,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32663
3847,Cirsium filipendulum Lange,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,160.0,24-VI-2007,en zonas muy inclinadas y herbáceas del acantilado,En zona de ultrabásicas,frecuente,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32664
3848,Prunella vulgaris L.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8643,400.0,24-VI-2007,en prados naturales,En zona de ultrabásicas,frecuente,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32668
3849,Centaurea borjae Valdés Berm. & Rivas Goday,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,80.0,24-VI-2007,en zonas de vegetación de erica vagans,En zona de ultrabásicas,abundante,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32669
3850,Centaurium erythraea Rafn,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,160.0,24-VI-2007,en claros del matorral,En zona de ultrabásicas,frecuente,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32672
3851,Trifolium pratense L.,C,Cedeira,"Serra de A Capelada, Punta Robaliceira",29TNJ8443,20.0,24-VI-2007,en prados naturales,En zona de ultrabásicas,frecuente,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32673
3852,Carex extensa Gooden.,C,Cedeira,"Serra de A Capelada, Punta Robaliceira",29TNJ8443,10.0,24-VI-2007,en zona encharcada sobre la costa,En zona de ultrabásicas,escasa,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32676
3853,Inula crithmoides L.,C,Cedeira,"Serra de A Capelada, Punta Robaliceira",29TNJ8443,10.0,24-VI-2007,en zona encharcada sobre la costa,En zona de ultrabásicas,escasa,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32677
3854,Centaurium maritimum (L.) Fritsch,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8443,20.0,24-VI-2007,en prados naturales,En zona de ultrabásicas,frecuente,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32679
3855,Eupatorium cannabinum L.,C,Cedeira,"Serra de A Capelada, Punta Robaliceira",29TNJ8443,5.0,24-VI-2007,en prados sobre la misma línea de costa,En zona de ultrabásicas,escasa,"R. Pino, J.J. Pino & F.J. Silva Pando",LOU 32680
3856,Ononis spinosa L.,Or,Ribadavaia,En la carretera antigua a Quins,29TNG6981,160.0,02-VII-2007,en talud de tierra en zona mediterránea junto con Thymus caespititius y Lavanda stoechas,,abundante,R. Pino & M.J. García Janeiro,LOU 32683
3857,Adenocarpus complicatus (L.) J. Gay,Or,Ribadavaia,En la carretera antigua a Quins,29TNG6981,160.0,02-VII-2007,en talud de tierra en zona mediterránea junto con Thymus caespititius y Lavanda stoechas,,abundante,R. Pino & M.J. García Janeiro,LOU 32684
3858,Centaurea paniculata L.,Or,Ribadavaia,En la carretera antigua a Quins,29TNG6981,160.0,02-VII-2007,en talud de tierra en zona mediterránea junto con Thymus caespititius y Lavanda stoechas,,frecuente,R. Pino & M.J. García Janeiro,LOU 32685
3859,Agrimonia eupatoria L.,Po,Cangas,"Donón, Playa de Melide",29TNG1177,15.0,02-VII-2007,en dunas secundarias bajo Pinus pinaster,,escasa,R. Pino & J.J. Pino,LOU 32686
3860,Onopordum acanthium L.,Or,A Gudiña,Carretera hacia Vilariño de Conxo,29TPG5359,950.0,05-VII-2007,en talud al margen de prados de siega,,localmente abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32687
3861,Echium lusitanicum L.,Or,A Gudiña,Carretera hacia Vilariño de Conxo,29TPG5359,950.0,05-VII-2007,en talud al margen de prados de siega,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32688
3862,Lathyrus latifolius L.,Or,Verín,El Perún,29TPG2942,250.0,05-VII-2007,entre Rubus sp. en zona de cultivo,,frecuente,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32689
3863,Hieracium pilosella L.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4574,1360.0,05-VII-2007,en márgen de turbera,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32690
3864,Lychnis coronaria (L.) Desr.,Or,Viana do Bolo,Fornelos de Filloás,29TPG5065,800.0,05-VII-2007,en souto de castaños,Naturalizada,localmente abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32693
3865,Briza minor L.,Or,Viana do Bolo,Fornelos de Filloás,29TPG5065,800.0,05-VII-2007,en margen de souto de castaños,,frecuente,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32694
3866,Dactylorhiza maculata (L.) Soó,Or,Viana do Bolo,Fornelos de Filloás,29TPG5167,930.0,05-VII-2007,en prado húmedo,,frecuente,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32695
3867,Eriophorum angustifolium Honck.,Or,Viana do Bolo,Fornelos de Filloás,29TPG5167,930.0,05-VII-2007,en prado húmedo,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32696
3868,Echium vulgare L.,Or,Viana do Bolo,Fornelos de Filloás,29TPG5167,930.0,05-VII-2007,en borde de carretera,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32697
3869,Ornithogalum concinnum (Salisb.) Cout.,Or,Castrelo do Val,De Campobecerros a Valongo,29TPG4058,1080.0,05-VII-2007,en matorral de erica australis,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32698
3870,Dactylorhiza maculata (L.) Soó,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4474,1400.0,05-VII-2007,en turbera,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32700
3871,Satureja vulgaris (L.) Fritsch,Or,Castrelo do Val,Servoi,29TPG3453,740.0,05-VII-2007,en talud sobre la carretera,,frecuente,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32701
3872,Dianthus langeanus Willk.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4376,1450.0,05-VII-2007,en roquedos,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32702
3873,Dactylorhiza maculata (L.) Soó,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4475,1420.0,05-VII-2007,en turbera,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32704
3874,Eriophorum angustifolium Honck.,Or,Vilariño de Conxo,"Chaguazoso, Prado Albar, río Cenza",29TPG4672,1300.0,05-VII-2007,en turbera,,muy abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32705
3875,Echium plantagineum L.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4573,1340.0,05-VII-2007,en margen de carretera,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32706
3876,Genista micrantha Gómez Ortega,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4573,1340.0,05-VII-2007,en zonas de matorral bajo y prados alpinos,,muy abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32707
3877,Micropyrum tenellum (L.) Link,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4475,1420.0,05-VII-2007,en zonas de matorral bajo y prados alpinos,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32708
3878,Linaria elegans Cav.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4475,1420.0,05-VII-2007,en zonas de matorral bajo y prados alpinos,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32709
3879,Juncus squarrosus L.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4574,1360.0,05-VII-2007,en turbera,,muy abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32710
3880,Erica tetralix L.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4574,1360.0,05-VII-2007,en turbera,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32711
3881,Jasione laevis Lam.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4475,1420.0,05-VII-2007,en zonas de matorral bajo y prados alpinos,,muy abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32712
3882,Luzula lactea (Link) E. Mey.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4376,1450.0,05-VII-2007,en zonas de matorral bajo y prados alpinos,,muy abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32713
3883,Nardus stricta L.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4475,1420.0,05-VII-2007,en zonas de matorral bajo y prados alpinos,,muy abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32715
3884,Genista anglica L.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4475,1420.0,05-VII-2007,en zonas de matorral bajo y prados alpinos,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32716
3885,Arnoseris minima (L.) Schweigg. & Körte,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4376,1450.0,05-VII-2007,entre roquedos,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32717
3886,Gladiolus illyricus Koch,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4475,1420.0,05-VII-2007,en zonas de matorral bajo y prados alpinos,,frecuente,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32718
3887,Viola bubanii Timb.-Lagr.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4475,1420.0,05-VII-2007,en zonas de matorral bajo y prados alpinos,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32719
3888,Ranunculus nigrescens Freyn,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4376,1450.0,05-VII-2007,entre roquedos,,abundante,"R. Pino, J.J. Pino, F.J. Silva Pando & X.R. García Martínez",LOU 32721
3889,Erica vagans L.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,200.0,12-VIII-2007,en los cantiles,Flores blancas y rosadas,muy abundante,R. Pino & J.J. Pino,LOU 32722
3890,Orobanche foetida Poir.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,200.0,12-VIII-2007,en los cantiles parasitando Trifolium pratense,,frecuente,R. Pino & J.J. Pino,LOU 32723
3891,Armeria pubigera (Desf.) Boiss.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,200.0,12-VIII-2007,en las gleras de ultrabásicas,,frecuente,R. Pino & J.J. Pino,LOU 32724
3892,Lotus corniculatus subsp. carpetanus (Lacaita) Rivas Mart.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,200.0,12-VIII-2007,en zonas de pisoteo,,abundante,R. Pino & J.J. Pino,LOU 32726
3893,Reseda media Lag.,Lu,Ribadeo,Os Castros,29TPJ5724,20.0,30-VII-2007,en borde de camino de prados semihúmedos,,frecuente,R. Pino & J.J. Pino,LOU 32727
3894,Limonium binervosum (G.E. Sm.) Salmon,O,Avilés,Ensenada de Xagó,30TTP6231,25.0,30-VII-2007,en roquedos calizos,,abundante,R. Pino & J.J. Pino,LOU 32729
3895,Ranunculus flammula L.,Lu,Ribadeo,Os Castros,29TPJ5724,20.0,30-VII-2007,en borde encharcado,,localmente abundante,R. Pino & J.J. Pino,LOU 32730
3896,Pulicaria dysenterica (L.) Bernh.,Lu,Ribadeo,Os Castros,29TPJ5724,20.0,30-VII-2007,en borde encharcado,,localmente abundante,R. Pino & J.J. Pino,LOU 32731
3897,Tritonia x crocosmiflora (Lemoine) G. Nicholson,Lu,Ribadeo,Villaframil,29TPJ5423,30.0,30-VII-2007,en talud con mucha vegetación,,frecuente,R. Pino & J.J. Pino,LOU 32732
