,scientificName,stateProvince,municipality,verbatimLocality,verbatimCoordinates,verbatimElevation,eventDate,habitat,observaciones,Abundancia,Legatarios,Número de pliego
3898,Smilax aspera L.,Lu,Ribadeo,Playa de Esteiro,29TPJ4924,2.0,30-VII-2007,"en borde de la costa, formando una comunidad dominante",,abundante,R. Pino & J.J. Pino,LOU 32733
3899,Sixalix atropurpurea (L.) Greuter & Burdet,O,Ribadesella,Villanueva de Prías,30UP4213,10.0,30-VII-2007,"entre Ulex, sobre zona caliza",,escasa,R. Pino & J.J. Pino,LOU 32735
3900,Limonium binervosum (G.E. Sm.) Salmon,O,Ribadesella,Villanueva de Prías,30UP4213,10.0,30-VII-2007,en roquedos calizos,,abundante,R. Pino & J.J. Pino,LOU 32736
3901,Agrimonia eupatoria L.,O,Ribadesella,Villanueva de Prías,30UP4213,10.0,30-VII-2007,"entre Ulex, sobre zona caliza",,escasa,R. Pino & J.J. Pino,LOU 32738
3902,Launaea arborescens (Batt.) Murb.,Lanzarote,Teguise,Costa Teguise,28RFT4609,30.0,19-VIII-2007,en zonas de malpais,,muy abundante,"R. Pino, M.J. García & A. Pino García",LOU 32742
3903,Tecoma alata DC.,Lanzarote,Teguise,Costa Teguise,28RFT4609,30.0,19-VIII-2007,en zonas de jardín,,abundante,"R. Pino, M.J. García & A. Pino García",LOU 32743
3904,Euphorbia milii Desmoul.,Lanzarote,Teguise,Costa Teguise,28RFT4609,30.0,19-VIII-2007,en zonas de jardín,,abundante,"R. Pino, M.J. García & A. Pino García",LOU 32744
3905,Delonix regia ( Bojer ) Raf.,Lanzarote,Teguise,Costa Teguise,28RFT4609,30.0,19-VIII-2007,en zonas de jardín,,escasa,"R. Pino, M.J. García & A. Pino García",LOU 32745
3906,Cassia didymobotrya Fresen.,Lanzarote,Teguise,Costa Teguise,28RFT4609,30.0,19-VIII-2007,en zonas de jardín,,frecuente,"R. Pino, M.J. García & A. Pino García",LOU 32746
3907,Arctium minus Bernh.,Po,Bueu,Isla Ons,29TNG0590,50.0,20-VIII-2006,en matorral bajo de Ulex y erica,,escasa,"R. Pino, M.J. García & A. Pino García",LOU 32750
3908,Trifolium arvense L.,Or,Verín,Serra de Veiga das Meas,29TPG3241,590.0,22-VI-2007,en borde de camino de zona mediterránea,,muy abundante,R. Pino & J.J. Pino,LOU 32751
3909,Lathyrus latifolius L.,Po,Marín,Seixo,29TNG2291,50.0,10-IX-2007,Sobre muros y verjas,Parece cultivado,escasa,R. Pino & J.J. Pino,LOU 32752
3910,Succisa pratensis Moench,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8643,400.0,23-IX-2007,en prados naturales,,frecuente,R. Pino & J.J. Pino,LOU 32753
3911,Adiantum capillus-veneris L.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8643,2.0,23-IX-2007,en grietas rezumantes de los acantilados,,abundante,R. Pino & J.J. Pino,LOU 32754
3912,Asplenium marinum L.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8643,15.0,23-IX-2007,en gleras de ultrabásicas,,abundante,R. Pino & J.J. Pino,LOU 32755
3913,Erica vagans L.,C,Cariño,"Serra de A Capelada, Maciñeiras, cantera",29TNJ8742,400.0,12-VIII-2007,en ultrabásicas,,abundante,R. Pino & J.J. Pino,LOU 32762
3914,Blackstonia imperfoliata (L. fil.) Samp.,C,Cariño,"Serra de A Capelada, Maciñeiras, cantera",29TNJ8742,400.0,12-VIII-2007,en cantera de ultrabásicas,,frecuente,R. Pino & J.J. Pino,LOU 32763
3915,Athyrium filix-femina (L.) Roth,C,Cariño,"Serra de A Capelada, Campo do Monte",29TNJ8943,100.0,12-VIII-2007,en talud sombrío,,frecuente,R. Pino & J.J. Pino,LOU 32764
3916,Woodwardia radicans (L.) Sm.,C,Cariño,"Serra de A Capelada, Campo do Monte",29TNJ8943,100.0,12-VIII-2007,en talud sombrío,,localmente abundante,R. Pino & J.J. Pino,LOU 32765
3917,Arnica montana L. subsp. montana,C,Cariño,"Serra de A Capelada, cerca de Vixia herbeira",29TNJ8643,500.0,12-VIII-2007,en prados húmedos,,frecuente,R. Pino & J.J. Pino,LOU 32766
3918,Leuzea conifera (L.) DC.,Or,Rubiá,Vilardesilva,29TPH7703,850.0,13-X-2007,en farallón calizo,,localmente abundante,R. Pino & J.J. Pino,LOU 32767
3919,Centaurea melitensis L.,Or,Rubiá,Vilardesilva,29TPH7703,820.0,13-X-2007,en margen de camino sobre calizas,,escasa,R. Pino & J.J. Pino,LOU 32768
3920,Torilis nodosa (L.) Gaertn.,Or,Rubiá,Vilardesilva,29TPH7703,820.0,13-X-2007,en margen de camino sobre calizas,,escasa,R. Pino & J.J. Pino,LOU 32769
3921,Cirsium arvense (L.) Scop.,Or,Rubiá,Vilardesilva,29TPH7704,750.0,13-X-2007,en huerta sobre tierras cavadas,,escasa,"R. Pino, J.J. Pino & J.L. Camaño",LOU 32770
3922,Merendera pyrenaica (Pourr.) P. Fourn.,Or,A Gudiña,Carracedo da Serra,29TPG4859,1050.0,20-X-2007,en matorral de erica,,abundante,"R. Pino, J.J. Pino & J.L. Camaño",LOU 32771
3923,Crocus serotinus Salisb.,Or,A Gudiña,Carracedo da Serra,29TPG4859,1050.0,20-X-2007,en matorral de erica,,abundante,"R. Pino, J.J. Pino & J.L. Camaño",LOU 32772
3924,Merendera pyrenaica (Pourr.) P. Fourn.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4474,1345.0,20-X-2007,en matorral de erica,,abundante,"R. Pino, J.J. Pino & J.L. Camaño",LOU 32773
3925,Crocus serotinus Salisb.,Or,Vilariño de Conxo,Embalse de A Cenza,29TPG4474,1345.0,20-X-2007,en matorral de erica,,abundante,"R. Pino, J.J. Pino & J.L. Camaño",LOU 32774
3926,Lobelia urens L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7732,960.0,17-VI-2006,en monte bajo,,frecuente,R. Pino & J.J. Pino,LOU 32775
3927,Echium vulgare L.,Po,Cangas,Darbo,29TNG1678,60.0,17-XI-2007,en margen de huerta,Con flores blancas,frecuente,R. Pino & J.J. Pino,LOU 32777
3928,Senecio angulatus L. fil.,Po,Cangas,"Donón, Costa da Vela",29TNG1179,77.0,17-XI-2007,en zona ruderal del acantilado,,frecuente,R. Pino & J.J. Pino,LOU 32778
3929,Drosera intermedia Hayne,Po,Gondomar,"Portavedra, Chan do Cereixo",29TNG1857,350.0,24-XI-2007,en turbera,,abundante,"R. Pino, J.J. Pino, A. Pino & R. Pino",LOU 32779
3930,Lycopodiella inundata (L.) Holub,Po,Gondomar,"Portavedra, Chan do Cereixo",29TNG1857,350.0,24-XI-2007,en turbera,,localmente abundante,"R. Pino, J.J. Pino, A. Pino & R. Pino",LOU 32780
3931,Anagallis tenella (L.) L.,Po,Gondomar,"Portavedra, Chan do Cereixo",29TNG1857,350.0,24-XI-2007,en turbera,,muy abundante,"R. Pino, J.J. Pino, A. Pino & R. Pino",LOU 32781
3932,Eriophorum angustifolium Honck.,Po,Gondomar,"Portavedra, Chan do Cereixo",29TNG1958,360.0,24-XI-2007,en turbera,,abundante,"R. Pino, J.J. Pino, A. Pino & R. Pino",LOU 32782
3933,Sanicula europaea L.,Po,Marín,"San Tomé de Piñeiro, supra Miñán",29TNG2388,190.0,06-I-2008,"escasa y dispersa en avellaneda bien conservada, cerca de arroyo",,,D. Álvarez & S. Rial,LOU 32788
3934,Sanicula europaea L.,Po,Marín,"Ardán, prope cementerio",29TNG2187,237.0,12-I-2008,dispersa en bosque poco transformado en el entorno de un arroyo,,,D. Álvarez & S. Rial,LOU 32789
3935,Prunus laurocerasus L.,C,Cariño,"O bico, Serra de A Capelada",29TNJ8340,424.0,16-II-2008,En la ribera de un riachuelo,,escasa,R. Pino & J.J. Pino,LOU 32790
3936,Thymelaea coridifolia (Lam.) Endl. subsp. coridifolia,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,200.0,16-II-2008,En zonas de acantilado sobre rocas ultrabásicas,,frecuente,R. Pino & J.J. Pino,LOU 32792
3937,Lithodora prostrata (Loisel.) Griseb.,C,Cariño,"Serra de A Capelada, Punta Robaliceira",29TNJ8543,200.0,16-II-2008,En zonas de acantilado sobre rocas ultrabásicas,,abundante,R. Pino & J.J. Pino,LOU 32793
3938,Oxalis acetosella L.,Po,Marín,"Allariz, molino",29TNG2388,180.0,24-II-2008,En la ribera de un riachuelo,,frecuente,"R. Pino, A. Pino & J.J. Pino",LOU 32796
3939,Chrysosplenium oppositifolium L.,Po,Marín,"Allariz, molino",29TNG2388,180.0,24-II-2008,En la ribera de un riachuelo,,abundante,"R. Pino, A. Pino & J.J. Pino",LOU 32797
3940,Anemone trifolia subsp. albida (Mariz) Ulbr.,Po,Marín,"Allariz, molino",29TNG2388,180.0,24-II-2008,En la ribera de un riachuelo,,frecuente,"R. Pino, A. Pino & J.J. Pino",LOU 32798
3941,Primula acaulis (L.) L.,Po,Marín,"Allariz, molino",29TNG2388,180.0,24-II-2008,En la ribera de un riachuelo,,abundante,"R. Pino, A. Pino & J.J. Pino",LOU 32799
3942,Polygonatum odoratum (Mill.) Druce,Po,Marín,"Allariz, molino",29TNG2388,180.0,24-II-2008,En la ribera de un riachuelo,,localmente abundante,"R. Pino, A. Pino & J.J. Pino",LOU 32800
3943,Bellis sylvestris Cirillo,Or,Verín,Feces de Cima,29TPG3434,415.0,21-III-2008,"En talud de tierra con orientación O, en zona húmeda",,localmente abundante,R. Pino & J.J. Pino,LOU 32801
3944,Bellis perennis L.,Or,Verín,Feces de Cima,29TPG3434,415.0,21-III-2008,En borde de camino,,localmente abundante,R. Pino & J.J. Pino,LOU 32802
3945,Lamium maculatum L.,Or,Verín,Feces de Cima,29TPG3434,415.0,21-III-2008,En talud de tierra,Junto con Lamium purpureum,abundante,R. Pino & J.J. Pino,LOU 32803
3946,Oxalis corniculata L.,Or,Verín,Feces de Cima,29TPG3434,415.0,21-III-2008,En roquedo sobre un riachuelo,,escasa,R. Pino & J.J. Pino,LOU 32804
3947,Cistus ladanifer L.,Or,Verín,Feces de Cima,29TPG3435,482.0,21-III-2008,Alrededores del encinar,,muy abundante,R. Pino & J.J. Pino,LOU 32805
3948,Linaria amethystea (Lam.) Hoffmanns. & Link,Or,Verín,Feces de Cima,29TPG3435,482.0,21-III-2008,En claros del encinar,,abundante,R. Pino & J.J. Pino,LOU 32806
3949,Valerianella locusta (L.) Laterr.,Or,Verín,Feces de Cima,29TPG3435,482.0,21-III-2008,En claros del encinar,,frecuente,R. Pino & J.J. Pino,LOU 32807
3950,Asterolinon linum-stellatum (L.) Duby,Or,Verín,Feces de Cima,29TPG3435,482.0,21-III-2008,En claros del encinar,,frecuente,R. Pino & J.J. Pino,LOU 32808
3951,Orobanche rapum-genistae Thuill.,Or,Verín,Feces de Cima,29TPG3435,482.0,21-III-2008,"En matorral de Cistus ladanifer, Cytisus multiflorus y Lavandula stoechas",,escasa,R. Pino & J.J. Pino,LOU 32810
3952,Rosmarinus officinalis L.,Or,Verín,Feces de Cima,29TPG3435,482.0,21-III-2008,"En bordes de camino, al lado de colmenas",,localmente abundante,R. Pino & J.J. Pino,LOU 32811
3953,Cytisus multiflorus (L'Hér.) Sweet,Or,Verín,Feces de Cima,29TPG3435,482.0,21-III-2008,En laderas sobre el encinar,,muy abundante,R. Pino & J.J. Pino,LOU 32815
3954,Asplenium onopteris L.,Or,Verín,Feces de Cima,29TPG3435,482.0,21-III-2008,En el interior de un chozo al lado del encinar,,frecuente,R. Pino & J.J. Pino,LOU 32816
3955,Ranunculus ollissiponensis Pers.,Or,Verín,Feces de Cima,29TPG3435,482.0,21-III-2008,En roquedos de esquisto bajo el encinar,,abundante,R. Pino & J.J. Pino,LOU 32818
3956,Fumaria reuteri Boiss.,Or,Verín,Feces de Cima,29TPG3435,482.0,21-III-2008,En roquedos de esquisto bajo el encinar,,abundante,R. Pino & J.J. Pino,LOU 32820
3957,Cryptomeria japonica (L. fil.) D. Don,Po,Marín,A Pastoriza,29TNG2286,370.0,22-III-2008,Bajo bosque de Quercus robur en ambiente de carácter atlántico,Cultivado,frecuente,"R. Pino, J.J. Pino, A. Pino & A. Pino",LOU 32821
3958,Crocus carpetanus Boiss. & Reut.,Po,Covelo,"Porto da Arca, Serra de O Suido",29TNG5787,910.0,23-III-2008,En matorral de Erica y Pterospartum,,frecuente,"R. Pino, J.J. Pino, A. Pino & A. Pino",LOU 32822
3959,Romulea bulbocodium (L.) Sebast. & Mauri,Po,Covelo,"Porto da Arca, Serra de O Suido",29TNG5787,910.0,23-III-2008,En matorral de Erica y Pterospartum,,escasa,"R. Pino, J.J. Pino, A. Pino & A. Pino",LOU 32823
3960,Pedicularis sylvatica L. subsp. sylvatica,Po,Cangas,Cabo Home,29TNG1181,50.0,28-III-2008,"En margen de camino , tras matorral de Ulex",,localmente abundante,"R. Pino, J.J. Pino, A. Pino & A. Pino",LOU 32824
3961,Pedicularis sylvatica L. subsp. sylvatica,Po,Bueu,Cabo Udra,29TNG1387,30.0,28-III-2008,En prados naturales,,localmente abundante,"R. Pino, J.J. Pino, A. Pino & A. Pino",LOU 32825
3962,Stellaria holostea L.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,En la ribera del río de Fornos,,frecuente,R. Pino & J.J. Pino,LOU 32826
3963,Ajuga reptans L.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,En los prados adyacentes al río de Fornos,,escasa,R. Pino & J.J. Pino,LOU 32827
3964,Fragaria vesca L.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,En los prados adyacentes al río de Fornos,,abundante,R. Pino & J.J. Pino,LOU 32828
3965,Luzula campestris (L.) DC.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,En los prados adyacentes al río de Fornos,,abundante,R. Pino & J.J. Pino,LOU 32829
3966,Primula acaulis (L.) L.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,En los prados adyacentes al río de Fornos,,frecuente,R. Pino & J.J. Pino,LOU 32830
3967,Ranunculus ficaria L.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,En los prados adyacentes al río de Fornos,,localmente abundante,R. Pino & J.J. Pino,LOU 32831
3968,Lamium purpureum L.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,En los prados adyacentes al río de Fornos,,abundante,R. Pino & J.J. Pino,LOU 32832
3969,Pentaglottis sempervirens (L.) L.H. Bailey,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,En los prados adyacentes al río de Fornos,,abundante,R. Pino & J.J. Pino,LOU 32833
3970,Agrimonia eupatoria L.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,En los prados adyacentes al río de Fornos,,escasa,R. Pino & J.J. Pino,LOU 32834
3971,Polycarpon tetraphyllum subsp. diphyllum (Cav.) O. Bolòs & Font Quer,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,"En margen de camino , al borde de finca de cultivo",,frecuente,R. Pino & J.J. Pino,LOU 32836
3972,Stellaria media (L.) Vill.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,"En margen de camino , al borde de finca de cultivo",,frecuente,R. Pino & J.J. Pino,LOU 32837
3973,Lamium amplexicaule L.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,"En margen de camino , al borde de finca de cultivo",,frecuente,R. Pino & J.J. Pino,LOU 32841
3974,Olea europaea L.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,"En margen de camino , al borde de finca de cultivo",Cultivado de antiguo pero se constantan repoblaciones recientes,frecuente,R. Pino & J.J. Pino,LOU 32842
3975,Filago pyramidata L.,Or,Verín,Feces de Cima,29TPG3333,410.0,29-III-2008,"En margen de camino , al borde de finca de cultivo",,frecuente,R. Pino & J.J. Pino,LOU 32843
3976,Linaria amethystea (Lam.) Hoffmanns. & Link,Or,Verín,Feces de Cima,29TPG3536,440.0,29-III-2008,En prados naturales en el encinar,,abundante,R. Pino & J.J. Pino,LOU 32846
3977,Saxifraga granulata L.,Or,Verín,Feces de Cima,29TPG3536,440.0,29-III-2008,En prados naturales en el encinar,,abundante,R. Pino & J.J. Pino,LOU 32847
3978,Aristolochia paucinervis Pomel,Or,Verín,Feces de Cima,29TPG3536,440.0,29-III-2008,En prados naturales en el encinar,,abundante,R. Pino & J.J. Pino,LOU 32848
3979,Pterospartum tridentatum subsp. cantabricum (Spach) Talavera & P.E. Gibbs,Or,Verín,Feces de Cima,29TPG3436,470.0,29-III-2008,En prados naturales en el encinar,,abundante,R. Pino & J.J. Pino,LOU 32850
3980,Osyris alba L.,Or,Verín,Feces de Cima,29TPG3436,470.0,29-III-2008,En prados naturales en el encinar,,frecuente,R. Pino & J.J. Pino,LOU 32851
3981,Fumaria reuteri Boiss.,Or,Verín,Feces de Cima,29TPG3436,470.0,29-III-2008,En prados naturales en el encinar,,frecuente,R. Pino & J.J. Pino,LOU 32852
3982,Crassula tillaea Lest.-Garl.,Or,Verín,Feces de Cima,29TPG3436,470.0,29-III-2008,En prados naturales en el encinar,,frecuente,R. Pino & J.J. Pino,LOU 32854
3983,Omphalodes nitida (Willd.) Hoffmanns. & Link,Or,Verín,Feces de Cima,29TPG3435,430.0,29-III-2008,En grieta cerca del encinar,,escasa,R. Pino & J.J. Pino,LOU 32855
3984,Quercus ilex L.,Or,Verín,Feces de Cima,29TPG3436,470.0,29-III-2008,En bosque de encinas,Bosque de encinas de baja densidad que ocupa al menos 13 ha,localmente abundante,R. Pino & J.J. Pino,LOU 32856
3985,Pedicularis sylvatica L. subsp. sylvatica,Po,Silleda,Brañas de Xestoso,29TNH5325,643.0,01-IV-2008,En prado encharcado,,frecuente,R. Pino & J.J. Pino,LOU 32857
3986,Pedicularis sylvatica L. subsp. sylvatica,Po,Poio,A Escusa,29TNH2500,210.0,02-IV-2008,En prados al borde de la carretera,,frecuente,R. Pino & J.J. Pino,LOU 32858
3987,Pedicularis sylvatica subsp. lusitanica (Hoffmanns. & Link) Cout.,Po,O Grove,San Vicente do Mar,29TNH0501,20.0,02-IV-2008,En prados recientes tras la siega del tojo,,frecuente,R. Pino & J.J. Pino,LOU 32859
3988,Evax pygmaea subsp. ramosissima (Mariz) R. Fern. & I. Nogueira,Po,O Grove,San Vicente do Mar,29TNH0501,20.0,02-IV-2008,En dunas terciarias,,frecuente,R. Pino & J.J. Pino,LOU 32860
3989,Serapias lingua L.,Po,O Grove,San Vicente do Mar,29TNH0501,20.0,02-IV-2008,En prados de siega húmedos,,abundante,R. Pino & J.J. Pino,LOU 32861
3990,Oxalis purpurea L.,Po,O Grove,San Vicente do Mar,29TNH0501,20.0,02-IV-2008,En bordes de camino,,frecuente,R. Pino & J.J. Pino,LOU 32862
3991,Alyssum loiseleurii P. Fourn.,Po,O Grove,San Vicente do Mar,29TNH0501,20.0,02-IV-2008,En dunas secundarias,,abundante,R. Pino & J.J. Pino,LOU 32863
3992,Erodium moschatum (L.) L'Hér.,Po,O Grove,San Vicente do Mar,29TNH0501,20.0,02-IV-2008,En dunas secundarias,,abundante,R. Pino & J.J. Pino,LOU 32864
3993,Pedicularis sylvatica L. subsp. sylvatica,C,Boiro,"Moimenta, Salto do Lobo",29TNH0829,403.0,19-IV-2008,En prados naturales,,abundante,R. Pino & J.J. Pino,LOU 32865
3994,Scilla verna Huds.,C,Lousame,Chan das Cabanas,29TPH0629,663.0,19-IV-2008,En prados naturales en bosque de Pinus radiata,,abundante,R. Pino & J.J. Pino,LOU 32867
3995,Pedicularis sylvatica L. subsp. sylvatica,C,Boiro,Pedra Furada,29TNH0628,609.0,19-IV-2008,En prados naturales,,abundante,R. Pino & J.J. Pino,LOU 32869
3996,Omphalodes nitida (Willd.) Hoffmanns. & Link,C,Boiro,"A Figueira, Rego das Salgueiriñas",29TNH0625,377.0,19-IV-2008,En margen de río,,frecuente,R. Pino & J.J. Pino,LOU 32870
3997,Sesamoides suffruticosa (Lange) Kuntze,C,Boiro,"A Figueira, Rego das Salgueiriñas",29TNH0625,377.0,19-IV-2008,En talud rocoso,,abundante,R. Pino & J.J. Pino,LOU 32871
3998,Prunus laurocerasus L.,C,Boiro,"A Figueira, Rego das Salgueiriñas",29TNH0625,377.0,19-IV-2008,En la ribera del río,,escasa,R. Pino & J.J. Pino,LOU 32872
3999,Polygala vulgaris L.,C,Boiro,"Graña, Fonte do Porto traveso",29TNH0426,523.0,19-IV-2008,En zona turbosa,,abundante,R. Pino & J.J. Pino,LOU 32876
4000,Pedicularis sylvatica L. subsp. sylvatica,C,Boiro,"Graña, Fonte do Porto traveso",29TNH0426,523.0,19-IV-2008,En prados inundados de agua,,abundante,R. Pino & J.J. Pino,LOU 32877
4001,Illecebrum verticillatum L.,C,Boiro,"Graña, Fonte do Porto traveso",29TNH0426,523.0,19-IV-2008,en margen de camino,,abundante,R. Pino & J.J. Pino,LOU 32878
4002,Anemone nemorosa L.,Lu,Cervantes,"Vilarello, Bosque de Vilarello",29TPH7343,1080.0,26-IV-2008,En bosque atlántico de Quercus petraea e Ilex aquifolium,,muy abundante,"R. Pino, J.J. Pino & A. Pino",LOU 32880
4003,Euphorbia hyberna L. subsp. hyberna,Lu,Cervantes,"Vilarello, Bosque de Vilarello",29TPH7343,1103.0,26-IV-2008,En bosque atlántico de Quercus petraea e Ilex aquifolium,,abundante,"R. Pino, J.J. Pino & A. Pino",LOU 32882
4004,Pedicularis sylvatica L. subsp. sylvatica,Lu,Cervantes,"Vilarello, Bosque de Vilarello",29TPH7342,1225.0,26-IV-2008,"En zona semiturbosa, muy húmeda",,localmente abundante,"R. Pino, J.J. Pino & A. Pino",LOU 32883
4005,Erythronium dens-canis L.,Lu,Cervantes,"Vilarello, Bosque de Vilarello",29TPH7342,1282.0,26-IV-2008,"En bosque atlántico de Quercus petraea, Taxus baccata e Ilex aquifolium",,abundante,"R. Pino, J.J. Pino & A. Pino",LOU 32884
4006,Gagea nevadensis Boiss.,Lu,Cervantes,"Vilarello, Bosque de Vilarello",29TPH7341,1371.0,26-IV-2008,En tierras esqueleticas sobre roquedos en prados naturales,,escasa,"R. Pino, J.J. Pino & A. Pino",LOU 32885
4007,Taxus baccata L.,Lu,Cervantes,"Vilarello, Bosque de Vilarello",29TPH7342,1282.0,26-IV-2008,En bosque atlántico de Quercus petraea e Ilex aquifolium,,escasa,"R. Pino, J.J. Pino & A. Pino",LOU 32886
4008,Anemone nemorosa L.,Lu,Cervantes,"Vilarello, Bosque de Vilarello",29TPH7342,1282.0,26-IV-2008,En bosque atlántico de Quercus petraea e Ilex aquifolium,,muy abundante,"R. Pino, J.J. Pino & A. Pino",LOU 32888
4009,Ranunculus platanifolius L.,Lu,Cervantes,"Vilarello, Bosque de Vilarello",29TPH7243,1028.0,26-IV-2008,En talud de tierra orientado al N del bosque de Vilarello,,escasa,"R. Pino, J.J. Pino & A. Pino",LOU 32889
4010,Veronica chamaedrys L.,Lu,Cervantes,"Cereixedo, Castelo de Frades",29TPH6741,918.0,26-IV-2008,En muros,,abundante,"R. Pino, J.J. Pino & A. Pino",LOU 32890
4011,Polygala microphylla L.,Lu,Cervantes,"Cereixedo, Cela",29TPH6841,974.0,26-IV-2008,En brezales,,escasa,"R. Pino, J.J. Pino & A. Pino",LOU 32892
4012,Quercus ilex L.,Or,Verín,Feces de Cima,29TPG3435,492.0,03-V-2008,Encinar con matorral de Cistus ladanifer,,abundante,"R. Pino, J.J. Pino, A. Pino & R. Pino",LOU 32893
4013,Erica scoparia L.,Or,Verín,Feces de Cima,29TPG3436,480.0,03-V-2008,Bajo encinar,,escasa,"R. Pino, J.J. Pino, A. Pino & R. Pino",LOU 32895
4014,Lavandula pedunculata (Miller) Cav.,Or,Verín,Feces de Cima,29TPG3436,489.0,03-V-2008,En encinar,,muy abundante,"R. Pino, J.J. Pino, A. Pino & R. Pino",LOU 32896
4015,Ranunculus ollissiponensis Pers.,Or,Verín,Feces de Cima,29TPG3436,489.0,03-V-2008,En encinar,,abundante,"R. Pino, J.J. Pino, A. Pino & R. Pino",LOU 32898
4016,Lepidium heterophyllum Benth.,Or,Verín,Feces de Cima,29TPG5760,527.0,03-V-2008,En bordes de encinar,,frecuente,"R. Pino, J.J. Pino, A. Pino & R. Pino",LOU 32899
