scientificName,stateProvince,municipality,verbatimLocality,verbatimCoordinates,verbatimElevation,eventDate,habitat,observaciones,Abundancia,recordedBy,occurrenceID,basisOfRecord
Angelica sylvestris L.,Or,A Veiga,A Ponte,29TPG7480,1150,18-VI-2005,"En prados de siega húmedos, cerca del río Xares",,Frecuente,"R. Pino, J.L. Camaño, V., A. Dacosta & A. Pino",LOU 30580,PreservedSpecimen
Dactylorhiza maculata (L.) Soó,Or,A Veiga,A Ponte,29TPG7580,1175,18-VI-2005,En prados húmedos de siega,,Frecuente,"R. Pino, J.L. Camaño, V., A. Dacosta & A. Pino",LOU 30581,PreservedSpecimen
Dianthus deltoides L.,Or,A Veiga,A Ponte,29TPG7580,1175,18-VI-2005,En prados abandonados,,Frecuente,"R. Pino, J.L. Camaño, V., A. Dacosta & A. Pino",LOU 30582,PreservedSpecimen
Achillea millefolium L.,Or,A Veiga,A Ponte,29TPG7480,1150,18-VI-2005,En prados y caminos,,Abundante,"R. Pino, J.L. Camaño, V., A. Dacosta & A. Pino",LOU 30583,PreservedSpecimen
Vicia cracca L.,Or,A Veiga,A Ponte,29TPG7480,1150,18-VI-2005,En prados de siega,,Localmente abundante,"R. Pino, J.L. Camaño, V., A. Dacosta & A. Pino",LOU 30584,PreservedSpecimen
Tragopogon dubius Scop.,Or,A Veiga,A Ponte,29TPG7480,1150,18-VI-2005,En prados de siega,,Localmente abundante,"R. Pino, J.L. Camaño, V., A. Dacosta & A. Pino",LOU 30585,PreservedSpecimen
Digitalis purpurea L.,Or,A Veiga,A Ponte,29TPG7480,1150,18-VI-2005,En prados abandonados,,Frecuente,"R. Pino, J.L. Camaño, V., A. Dacosta & A. Pino",LOU 30586,PreservedSpecimen
Jasione montana L.,Or,A Veiga,A Ponte,29TPG7480,1150,18-VI-2005,En prados abandonados,,Frecuente,"R. Pino, J.L. Camaño, V., A. Dacosta & A. Pino",LOU 30587,PreservedSpecimen
Conopodium majus (Gouan) Loret,Or,A Veiga,A Ponte,29TPG7480,1150,18-VI-2005,En prados abandonados,,Frecuente,"R. Pino, J.L. Camaño, V., A. Dacosta & A. Pino",LOU 30589,PreservedSpecimen
Dactylorhiza maculata (L.) Soó,Or,A Veiga,Alto de Cairel,29TPG6680,1110,18-VI-2005,En margen de carretera,,Frecuente,"R. Pino, J.L. Camaño, V., A. Dacosta & A. Pino",LOU 30590,PreservedSpecimen
Succisa pratensis Moench,Or,A Veiga,Alto de Cairel,29TPG6680,1110,18-VI-2005,En margen de carretera,,Escaso,"R. Pino, J.L. Camaño, V., A. Dacosta & A. Pino",LOU 30591,PreservedSpecimen
Melilotus officinalis (L.) Pall.,C,Santiago,"prope Santiago, Paredes",29TNH3947,310,22-VI-2005,En zona de tierra removida,,Abundante,R. Pino & J.J. Pino,LOU 30592,PreservedSpecimen
Centaurea paniculata L.,C,Santiago,"prope Santiago, Paredes",29TNH3947,310,22-VI-2005,En zona de tierra removida,,Frecuente,R. Pino & J.J. Pino,LOU 30593,PreservedSpecimen
Medicago sativa L.,C,Santiago,"prope Santiago, Paredes",29TNH3947,310,22-VI-2005,En zona de tierra removida,,Escaso,R. Pino & J.J. Pino,LOU 30594,PreservedSpecimen
Echium vulgare L.,C,Santiago,"prope Santiago, Paredes",29TNH3947,310,22-VI-2005,En zona de tierra removida,,Abundante,R. Pino & J.J. Pino,LOU 30595,PreservedSpecimen
Verbena officinalis L.,C,Santiago,"prope Santiago, Paredes",29TNH3947,310,22-VI-2005,En zona de tierra removida,,Abundante,R. Pino & J.J. Pino,LOU 30596,PreservedSpecimen
Calystegia silvatica (Kit.) Griseb.,C,Santiago,"prope Santiago, Monxoi",29TNH4048,300,22-VI-2005,En talud sobre la carretera,Se trata de una población de mediano tamaño (ocupa unos 100-200 m2),Localmente abundante,R. Pino & J.J. Pino,LOU 30597,PreservedSpecimen
Acacia retinodes Schltdl.,C,Santiago,"prope Santiago, Paredes",29TNH3947,310,22-VI-2005,En margen de carretera,Forma una pantalla de protección para la circunvalación de Santiago. Evidentemente han sido plantados al efecto,Escaso,R. Pino & J.J. Pino,LOU 30598,PreservedSpecimen
Dianthus langeanus Willk.,Lu,Navia de Suarna,"Rao, Puerto de Ancares",29TPH7848,1664,16-VII-2005,En roquedos,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30599,PreservedSpecimen
Chenopodium bonus-henricus L.,Lu,Navia de Suarna,"Rao, Puerto de Ancares",29TPH7848,1664,16-VII-2005,En glera artificial,,Localmente abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30600,PreservedSpecimen
Angelica sylvestris L.,Lu,Navia de Suarna,"Rao, Puerto de Ancares",29TPH7848,1664,16-VII-2005,En glera artificial y en el borde de matorral,,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30601,PreservedSpecimen
Taraxacum officinale Weber,Lu,Navia de Suarna,"Rao, Puerto de Ancares",29TPH7848,1664,16-VII-2005,En glera artificial,,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30602,PreservedSpecimen
Achillea millefolium L.,Lu,Navia de Suarna,"Rao, Puerto de Ancares",29TPH7848,1664,16-VII-2005,En glera artificial,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30603,PreservedSpecimen
Galeopsis ladanum L.,Lu,Navia de Suarna,"Rao, Puerto de Ancares",29TPH7848,1664,16-VII-2005,En glera artificial,,Localmente abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30605,PreservedSpecimen
Solidago virgaurea L.,Lu,Navia de Suarna,"Rao, Puerto de Ancares",29TPH7848,1664,16-VII-2005,En glera artificial,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30606,PreservedSpecimen
Cicerbita plumieri (L.) Kirschl.,Lu,Navia de Suarna,"Rao, Puerto de Ancares",29TPH7848,1664,16-VII-2005,En glera artificial y en el borde de matorral,,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30609,PreservedSpecimen
Silene nutans L.,Lu,Cervantes,"Serra de Agulleiro, monte Vilarello",29TPH7848,1664,16-VII-2005,En borde camino entre Qercus pyrenaica,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30610,PreservedSpecimen
Centaurea nigra L.,Lu,Cervantes,"Serra de Agulleiro, monte Vilarello",29TPH7244,1030,16-VII-2005,En borde camino entre Qercus pyrenaica,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30611,PreservedSpecimen
Melampyrum pratense L.,Lu,Cervantes,"Serra de Agulleiro, monte Vilarello",29TPH7244,1030,16-VII-2005,En borde camino entre Qercus pyrenaica,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30612,PreservedSpecimen
Achillea millefolium L.,Lu,Cervantes,"Serra de Agulleiro, monte Vilarello",29TPH7244,1030,16-VII-2005,En borde camino entre Qercus pyrenaica,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30613,PreservedSpecimen
Dianthus hyssopifolius L.,Lu,Cervantes,"Serra de Agulleiro, monte Vilarello",29TPH7244,1030,16-VII-2005,En borde camino entre Qercus pyrenaica,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30614,PreservedSpecimen
Thymus caespititius Brot.,Lu,Cervantes,"Serra de Agulleiro, monte Vilarello",29TPH7244,1030,16-VII-2005,En borde camino entre Qercus pyrenaica,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30615,PreservedSpecimen
Senecio jacobaea L.,Lu,Cervantes,"Serra de Agulleiro, monte Vilarello",29TPH7244,1030,16-VII-2005,En borde camino entre Qercus pyrenaica,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30616,PreservedSpecimen
Satureja vulgaris (L.) Fritsch,Lu,Cervantes,"Serra de Agulleiro, monte Vilarello",29TPH7244,1030,16-VII-2005,En borde camino entre Qercus pyrenaica,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30617,PreservedSpecimen
Arnica montana L.,Lu,Navia de Suarna,Teixeira,29TPH7749,1450,16-VII-2005,En turbera,,Localmente abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30618,PreservedSpecimen
Dryopteris oreades Fomin,Le,Candín,"Reguera de Cabana, subida al Pico Cuíña",29TPH7748,1700,16-VII-2005,En glera,,Localmente abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30620,PreservedSpecimen
Rhinanthus minor L.,Le,Candín,"Reguera de Cabana, subida al Pico Cuíña",29TPH7748,1700,16-VII-2005,En margen de camino y matorral,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30621,PreservedSpecimen
Veratrum album L.,Le,Candín,"Reguera de Cabana, subida al Pico Cuíña",29TPH7748,1700,16-VII-2005,En margen de camino y matorral,,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30622,PreservedSpecimen
Luzula lactea (Link) E. Mey.,Le,Candín,"Reguera de Cabana, subida al Pico Cuíña",29TPH7748,1700,16-VII-2005,En margen de camino y matorral,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30623,PreservedSpecimen
Cryptogramma crispa (L.) Hook.,Le,Candín,"Reguera de Cabana, subida al Pico Cuíña",29TPH7748,1700,16-VII-2005,En glera,,Localmente abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30624,PreservedSpecimen
Pulsatilla alpina (L.) Delarbre,Le,Candín,"Reguera de Cabana, subida al Pico Cuíña",29TPH7748,1700,16-VII-2005,En margen de camino,,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30626,PreservedSpecimen
Phyteuma hemisphaericum L.,Le,Candín,"Reguera de Cabana, subida al Pico Cuíña",29TPH7748,1700,16-VII-2005,En zonas de prado y matorral,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30627,PreservedSpecimen
Festuca paniculata subsp. spadicea (L.) Litard.,Le,Candín,"Reguera de Cuíña, subida al Pico Cuíña",29TPH7746,1821,16-VII-2005,En prados alpinos,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30628,PreservedSpecimen
Juncus trifidus L.,Le,Candín,"Reguera de Cuíña, subida al Pico Cuíña",29TPH7746,1821,16-VII-2005,En grietas de roquedos,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30629,PreservedSpecimen
Vaccinium uliginosum L.,Le,Candín,"Reguera de Cuíña, subida al Pico Cuíña",29TPH7746,1821,16-VII-2005,En prados alpinos y entre matorral de Erica,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30630,PreservedSpecimen
Campanula herminii Hoffmanns. & Link,Le,Candín,"Reguera de Cuíña, subida al Pico Cuíña",29TPH7746,1821,16-VII-2005,En zonas de prado y matorral,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30631,PreservedSpecimen
Luzula nutans (Vill.) Duval-Jouve,Le,Candín,"Reguera de Cuíña, subida al Pico Cuíña",29TPH7746,1821,16-VII-2005,En prados alpinos,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30632,PreservedSpecimen
Valeriana montana L.,Le,Candín,"Reguera de Cuíña, subida al Pico Cuíña",29TPH7746,1821,16-VII-2005,En prados alpinos,,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30633,PreservedSpecimen
Festuca rubra subsp. juncea (Hack.) Soó,Le,Candín,"Reguera de Cuíña, subida al Pico Cuíña",29TPH7746,1821,16-VII-2005,En prados alpinos,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30634,PreservedSpecimen
Opuntia vulgaris Mill.,Po,Cangas,"Darbo, Liméns",29TNG1678,30,10-VII-2005,En roquedo desnudo y de gran insolación,,Localmente abundante,R. Pino & J.J. Pino,LOU 30635,PreservedSpecimen
Myriophyllum aquaticum (Velloso) Verdc.,Po,Vigo,,29TNG16,30,06-VII-2005,En estanque,,Localmente abundante,R. Pino & J.J. Pino,LOU 30636,PreservedSpecimen
Azolla caroliniana Willd.,Po,Vigo,,29TNG17,30,06-VII-2005,En estanque,,Localmente abundante,R. Pino & J.J. Pino,LOU 30637,PreservedSpecimen
Cuscuta epithymum (L.) L.,Po,Cangas,"Donón, Costa da Vela",29TNG1179,20,05-VII-2005,En zona de acantilado,Sobre Ulex europaeus L.,Abundante,R. Pino & J.J. Pino,LOU 30638,PreservedSpecimen
Helichrysum petiolare Hilliard & B.L. Burtt,Po,Cangas,"Donón, Costa da Vela",29TNG1179,20,05-VII-2005,"En zona de acantilado,",Parasitado por Cuscuta epithymum,Localmente abundante,R. Pino & J.J. Pino,LOU 30639,PreservedSpecimen
Selaginella denticulata (L.) Spring,C,Muros,Convento de San Francisco,29TMH9434,23,29-VII-2005,En prados sombrío orientado al norte,"Al pie del convento, introducido por Gómez Vigide. Crece exuberante en una superficie de casi 10 m2",,R. Pino & J.J. Pino,LOU 30640,PreservedSpecimen
Opuntia vulgaris Mill.,C,Muros,Dunas de la playa de Louro,29TMH9134,10,29-VII-2005,"En margen de camino, arenoso","Naturalizado junto con Opuntia maxima, muy extendida por toda la duna de Louro",Frecuente,R. Pino & J.J. Pino,LOU 30641,PreservedSpecimen
Gentiana pneumonanthe L.,Lu,Candín,Laguna de Pico Cuiña,29TPH7746,1775,16-VII-2005,En prado alpino,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García, J. Silva-Pando & L. Estévez",LOU 30642,PreservedSpecimen
Antirrhinum meonanthum Hoffmanns. & Link,Or,Cartelle,A Lomba,29TNG7375,150,30-VII-2005,En talud rocoso de orientación sur en bosque de Quercus suber,,Localmente abundante,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30643,PreservedSpecimen
Eryngium tenue Lam.,Or,Cartelle,A Lomba,29TNG7375,150,30-VII-2005,En ladera de orientación S en bosque de Quercus suber,,Frecuente,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30644,PreservedSpecimen
Peucedanum gallicum Latourr.,Or,Cartelle,A Lomba,29TNG7375,150,30-VII-2005,A orillas del Arnoia,,Frecuente,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30645,PreservedSpecimen
Lotus corniculatus L.,Or,Cartelle,A Lomba,29TNG7375,150,30-VII-2005,En ladera de orientación S en bosque de Quercus suber,,Abundante,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30646,PreservedSpecimen
Saponaria officinalis L.,Or,Cartelle,A Lomba,29TNG7375,150,30-VII-2005,A orillas del Arnoia,,Frecuente,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30647,PreservedSpecimen
Equisetum arvense L.,Or,Cartelle,A Lomba,29TNG7375,150,30-VII-2005,En las orillas del río Arnoia,,Abundante,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30648,PreservedSpecimen
Lycopus europaeus L.,Or,Cartelle,A Lomba,29TNG7375,150,30-VII-2005,En las orillas del río Arnoia,,Abundante,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30649,PreservedSpecimen
Lysimachia vulgaris L.,Or,Cartelle,A Lomba,29TNG7375,150,30-VII-2005,En las orillas del río Arnoia,Presenta largas raices superficiales que caminan por el agua y las orillas,Abundante,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30650,PreservedSpecimen
Solanum dulcamara L.,Or,Cartelle,A Lomba,29TNG7375,150,30-VII-2005,En las orillas del río Arnoia,,Frecuente,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30651,PreservedSpecimen
Eryngium tenue Lam.,Or,Cartelle,A Lomba,29TNG7375,170,30-VII-2005,En ladera de orientación S en bosque de Quercus suber,,Frecuente,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30652,PreservedSpecimen
Delphinium halteratum subsp. verdunense (Balb.) Graebn. & P. Graebn.,Or,Cartelle,A Lomba,29TNG7375,170,30-VII-2005,En ladera de orientación S en bosque de Quercus suber,,Frecuente,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30653,PreservedSpecimen
Petasites fragrans (Vill.) C. Presl,Or,Arnoia,A Peneda,29TNG7375,150,30-VII-2005,En las inmediaciones de una casa abandonada hace muchos años,,Localmente abundante,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30654,PreservedSpecimen
Osyris alba L.,Or,Cartelle,A Lomba,29TNG7375,170,30-VII-2005,En ladera de orientación S en bosque de Quercus suber,,Abundante,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30655,PreservedSpecimen
Aquilegia vulgaris L.,Or,Cartelle,A Lomba,29TNG7375,170,30-VII-2005,En ladera de orientación S en bosque de Quercus suber,,Frecuente,"J.J. Pino, J.L. Camaño & R. Pino",LOU 30656,PreservedSpecimen
Sedum sediforme (Jacq.) Pau,BL,Aveiro,Playa de Costa Nova,29TN21,8,03-VIII-2005,En dunas secundarias,,Abundante,"R. Pino, M.J. García & A. Pino",LOU 30658,PreservedSpecimen
Acacia longifolia (Andrews) Willd.,BL,Aveiro,Playa de Costa Nova,29TN21,8,03-VIII-2005,En dunas secundarias,,Abundante,"R. Pino, M.J. García & A. Pino",LOU 30659,PreservedSpecimen
Acacia retinodes Schltdl.,BL,Aveiro,Playa de Costa Nova,29TN21,8,03-VIII-2005,En dunas secundarias,,Abundante,"R. Pino, M.J. García & A. Pino",LOU 30660,PreservedSpecimen
Rosmarinus officinalis L.,Or,Ribadavia,Prope Ribadavia,29TNG7081,140,15-VIII-2005,En jardín,,,"R. Pino, M.J. García & A. Pino",LOU 30661,PreservedSpecimen
Lactuca serriola L.,Or,Ribadavia,Prope Ribadavia,29TNG7081,140,15-VIII-2005,En cantera abandonada,,Abundante,"R. Pino, M.J. García & A. Pino",LOU 30662,PreservedSpecimen
Canna indica L.,Po,Cangas,"Hío, carretera a Donón",29TNG1479,70,22-VIII-2005,En talud de tierra,,Frecuente,"R. Pino, J.J. Pino & A. Pino",LOU 30664,PreservedSpecimen
"Eleocharis parvula (Roem. & Schult.) Bluff, Nees & Schauer",C,Muros,"Louro, en A Lagoa",29TMH9234,10,14-IX-2005,,,,F. Gómez Vigide,LOU 30666,PreservedSpecimen
Ruppia maritima L.,C,Muros,En la laguna litoral de Louro,29TMH9234,10,11-VIII-2005,,,,F. Gómez Vigide,LOU 30667,PreservedSpecimen
Ruppia maritima L.,C,Muros,Laguna litoral de Louro,29TMH9234,10,11-VIII-2005,Asociada a Potamogeton pectinatus L.,,,F. Gómez Vigide,LOU 30668,PreservedSpecimen
Ricinus communis L.,Po,Cangas,"San Roque, Sierra Poniente",29TNG1778,80,,"En jardín, cultivado",Se encuentra seminaturalizado en zonas de influencia humana. Este ejemplar crece en mi casa pero procede de un plantón recogido en el borde de una carretera de Coiro (Cangas),,R. Pino & J.J. Pino,LOU 30669,PreservedSpecimen
Calystegia silvatica (Kit.) Griseb.,Po,Cangas,"Darbo, O Gatañal",29TNG1678,40,12-VIII-2005,En el margen del riachuelo,,,R. Pino & J.J. Pino,LOU 30670,PreservedSpecimen
Calystegia sepium (L.) R. Br.,Po,Cangas,"Darbo, O Gatañal",29TNG1678,40,12-VIII-2005,En el margen del riachuelo,,,R. Pino & J.J. Pino,LOU 30671,PreservedSpecimen
Convolvulus arvensis (L.) Roem. & Schult.,Po,Cangas,"Darbo, O Gatañal",29TNG1678,40,12-VIII-2005,En el margen del riachuelo,,,R. Pino & J.J. Pino,LOU 30672,PreservedSpecimen
Ipomoea purpurea (L.) Roth,Po,Cangas,"Darbo, O Gatañal",29TNG1678,40,12-VIII-2005,En el margen del riachuelo,,,R. Pino & J.J. Pino,LOU 30673,PreservedSpecimen
Viscum album L.,Ov,Gijón,Universidad Laboral de Gijón,30TTP82,80,2005,En zona ajardinada,,Abundante,R. Pino & M.J. García,LOU 30675,PreservedSpecimen
Smilax aspera L.,Ov,Gijón,Universidad Laboral de Gijón,30TTP82,80,2005,,,Abundante,R. Pino & M.J. García,LOU 30676,PreservedSpecimen
Tagetes minuta L.,Po,Cangas,Liméns,29TNG1579,30,20-X-2005,En margen de carretera,,Escaso,R. Pino & J.J. Pino,LOU 30678,PreservedSpecimen
Centaurea ornata Willd.,Lu,Pedrafita do Cebreiro,,,,,,,,J.L. Camaño,LOU 30679,PreservedSpecimen
Acacia longifolia (Andrews) Willd.,Po,Bueu,"Beluso, playa de Lagos",29TNG1485,15,04-III-2006,En fincas sobre el mar,,Localmente abundante,R. Pino & J.J. Pino,LOU 30681,PreservedSpecimen
Erythronium dens-canis L.,Po,A Cañiza,Coto da Cruz da Paradanta,29TNG5469,920,02-IV-2006,En zonas de escasa cobertura con Ulex europaeus y Lithodora prostrata,,Abundante,R. Pino & J.J. Pino,LOU 30682,PreservedSpecimen
Narcissus bulbocodium L.,Po,A Cañiza,Coto da Cruz da Paradanta,29TNG5469,920,02-IV-2006,En zonas de escasa cobertura con Ulex europaeus y Lhitodora prostrata,,Abundante,R. Pino & J.J. Pino,LOU 30683,PreservedSpecimen
Gagea nevadensis Boiss.,Po,A Cañiza,Coto da Cruz da Paradanta,29TNG5369,903,02-IV-2006,"En suelos pobres y escasos entre roquedos, con Ranunculus nigrescens",,Abundante,R. Pino & J.J. Pino,LOU 30684,PreservedSpecimen
Ranunculus nigrescens Freyn,Po,A Cañiza,Coto da Cruz da Paradanta,29TNG5369,903,02-IV-2006,En suelos pobres y escasos entre roquedos,,Abundante,R. Pino & J.J. Pino,LOU 30685,PreservedSpecimen
Erythronium dens-canis L.,Po,A Cañiza,"Alto de Fontefría, Coto dos Galos",29TNG5674,741,02-IV-2006,En matorral de Ulex y Erica,,Abundante,R. Pino & J.J. Pino,LOU 30686,PreservedSpecimen
Stellaria media (L.) Vill.,Po,A Cañiza,"Monte Pedroso, As Chanciñas",29TNG6078,1051,02-IV-2006,En zonas húmedas entre batolitos,,Escasa,R. Pino & J.J. Pino,LOU 30687,PreservedSpecimen
Ranunculus nigrescens Freyn,Po,A Cañiza,"Monte Pedroso, As Chanciñas",29TNG6078,1051,02-IV-2006,En zonas húmedas entre batolitos,,Abundante,R. Pino & J.J. Pino,LOU 30688,PreservedSpecimen
Erythronium dens-canis L.,Po,A Cañiza,"Monte Pedroso, Laxe do Rolán",29TNG6076,872,02-IV-2006,"En prados ralos y zonas de escasa cobertura, al lado de un riachuelo",,Abundante,R. Pino & J.J. Pino,LOU 30689,PreservedSpecimen
Romulea bulbocodium (L.) Sebast. & Mauri,Po,A Cañiza,"Monte Pedroso, As Chanciñas",29TNG6078,1051,02-IV-2006,En lugares de escasa vegetación,,Abundante,R. Pino & J.J. Pino,LOU 30690,PreservedSpecimen
Romulea bulbocodium (L.) Sebast. & Mauri,Po,A Cañiza,"Monte Pedroso, Os Xesteiros",29TNG6076,872,02-IV-2006,En talud rocoso de suelos pobres,,Abundante,R. Pino & J.J. Pino,LOU 30691,PreservedSpecimen
Thymus caespititius Brot.,Po,A Cañiza,"Monte Pedroso, Os Xesteiros",29TNG6076,872,02-IV-2006,En talud rocoso de suelos pobres,,Muy abundante,R. Pino & J.J. Pino,LOU 30692,PreservedSpecimen
Gagea nevadensis Boiss.,Po,A Cañiza,"Monte Pedroso, As Chanciñas",29TNG6078,1051,02-IV-2006,En suelos silíceos pobres y escasos entre roquedos,,Abundante,R. Pino & J.J. Pino,LOU 30693,PreservedSpecimen
Gagea nevadensis Boiss.,Po,A Cañiza,"Monte Pedroso, Laxe do Rolán",29TNG6076,872,02-IV-2006,En suelos pobres y escasos entre roquedos,,Abundante,R. Pino & J.J. Pino,LOU 30694,PreservedSpecimen
Erythronium dens-canis L.,Po,A Cañiza,"Monte Pedroso, As Chanciñas",29TNG6078,1051,02-IV-2006,En zonas de matorral de Erica y Ulex,,Abundante,R. Pino & J.J. Pino,LOU 30695,PreservedSpecimen
Anemone trifolia subsp. albida (Mariz) Ulbr.,Po,A Cañiza,"Monte Pedroso, As Chanciñas",29TNG6078,1015,02-IV-2006,"En zona húmeda y sombría, al lado de un riachuelo",,Escasa,R. Pino & J.J. Pino,LOU 30696,PreservedSpecimen
Narcissus bulbocodium L.,Po,A Cañiza,"Monte Pedroso, As Chanciñas",29TNG6078,1015,02-IV-2006,"En zona húmeda y sombría, al lado de un riachuelo",,Abundante,R. Pino & J.J. Pino,LOU 30697,PreservedSpecimen
Lamium amplexicaule L.,Or,A Gudiña,Estación de ferrocarril,29TPG5458,997,08-IV-2006,En borde de camino y muros,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30698,PreservedSpecimen
Cruciata glabra (L.) Ehrend.,Or,A Gudiña,Reboleiros,29TPG5459,956,08-IV-2006,En talud de carretera húmedo,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30699,PreservedSpecimen
Acacia dealbata Link,Or,A Gudiña,O Basteiro,29TPG5657,950,08-IV-2006,En borde de carretera,,Escasa,"R. Pino, J.J. Pino & A. Pino",LOU 30700,PreservedSpecimen
Narcissus bulbocodium L.,Or,A Gudiña,O Basteiro,29TPG5657,957,08-IV-2006,En prados húmedos,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30701,PreservedSpecimen
Gagea nevadensis Boiss.,Or,A Gudiña,O Canizo,29TPG5857,965,08-IV-2006,En suelos escasos y de poca profundidad,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30703,PreservedSpecimen
Lamium amplexicaule L.,Or,A Gudiña,O Canizo,29TPG5857,965,08-IV-2006,En suelos pobres,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30704,PreservedSpecimen
Vinca major L.,Or,A Gudiña,O Canizo,29TPG5857,965,08-IV-2006,En talud de carretera,,Escasa,"R. Pino, J.J. Pino & A. Pino",LOU 30705,PreservedSpecimen
Gagea nevadensis Boiss.,Or,Viana do Bolo,Pradorramisquedo,29TPG6867,1061,08-IV-2006,"En suelos escasos y de poca profundidad, entre roquedos",,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30706,PreservedSpecimen
Narcissus rupicola Dufour,Or,Viana do Bolo,Pradorramisquedo,29TPG6867,1061,08-IV-2006,Entre roquedos pero con suelos algo más profundos,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30707,PreservedSpecimen
Ranunculus nigrescens Freyn,Or,Viana do Bolo,Pradorramisquedo,29TPG6867,1061,08-IV-2006,"En suelos escasos y de poca profundidad, entre roquedos",,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30708,PreservedSpecimen
