scientificName,stateProvince,municipality,verbatimLocality,verbatimCoordinates,verbatimElevation,eventDate,habitat,observaciones,Abundancia,recordedBy,occurrenceID,basisOfRecord
Gagea pratensis (Pers.) Dumort.,Or,Viana do Bolo,"Pradorramisquedo, Veiga de Abaixo",29TPG6867,1077,08-IV-2006,"En prados, algo húmedos, con gran cobertura y muy profundos",,Frecuente,"R. Pino, J.J. Pino & A. Pino",LOU 30709,PreservedSpecimen
Erythronium dens-canis L.,Or,Viana do Bolo,"Pradorramisquedo, Veiga de Abaixo",29TPG6867,1077,08-IV-2006,"'En prados, algo húmedos, con gran cobertura y muy profundos; en semisombra'",,Frecuente,"R. Pino, J.J. Pino & A. Pino",LOU 30710,PreservedSpecimen
Narcissus asturiensis (Jord.) Pugsley,Or,Viana do Bolo,"Pradorramisquedo, Veiga de Abaixo",29TPG6867,1077,08-IV-2006,"'En prados, algo húmedos, con gran cobertura y muy profundos; en semisombra'",,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30711,PreservedSpecimen
Corydalis cava (L.) Schweigg. & Körte,Or,Viana do Bolo,"Pradorramisquedo, Veiga de Abaixo",29TPG6867,1077,08-IV-2006,"'En prados, algo húmedos, con gran cobertura y muy profundos; en semisombra'",,Escasa,"R. Pino, J.J. Pino & A. Pino",LOU 30712,PreservedSpecimen
Narcissus asturiensis (Jord.) Pugsley,Or,Viana do Bolo,"Pradorramisquedo, Veiga de Abaixo",29TPG6867,1075,08-IV-2006,"En prados, algo húmedos, con gran cobertura y muy profundos",,Frecuente,"R. Pino, J.J. Pino & A. Pino",LOU 30713,PreservedSpecimen
Narcissus bulbocodium L.,Or,Viana do Bolo,"Pradorramisquedo, Veiga de Abaixo",29TPG6867,1077,08-IV-2006,En prados húmedos,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30714,PreservedSpecimen
Gagea pratensis (Pers.) Dumort.,Or,Viana do Bolo,"Pradorramisquedo, Veiga de Abaixo",29TPG6867,1075,08-IV-2006,"En prado de suelo profundo, al pie de un muro",,Frecuente,"R. Pino, J.J. Pino & A. Pino",LOU 30715,PreservedSpecimen
Gagea nevadensis Boiss.,Or,Viana do Bolo,"Pradorramisquedo, Ramiscal",29TPG6767,1100,08-IV-2006,En suelos pobres entre roquedos,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30717,PreservedSpecimen
"Echinospartum ibericum Rivas Mart., Sánchez Mata & Sancho",Or,Viana do Bolo,"Pradorramisquedo, Ramiscal",29TPG6767,1100,08-IV-2006,"En roquedos, grietas y similares",,Muy abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30718,PreservedSpecimen
Narcissus rupicola Dufour,Or,Viana do Bolo,"Pradorramisquedo, Ramiscal",29TPG6768,1169,08-IV-2006,"En zonas de roquedo, grietas y suelos algo profundos.",,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30719,PreservedSpecimen
Gagea nevadensis Boiss.,Or,Viana do Bolo,"Pradorramisquedo, Ramiscal",29TPG6768,1169,08-IV-2006,En suelos pobres entre roquedos,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30720,PreservedSpecimen
Asplenium trichomanes L.,Or,Viana do Bolo,"Pradorramisquedo, Ramiscal",29TPG6768,1164,08-IV-2006,"En grieta sombría y húmeda, bajo una cascada",,Escasa,"R. Pino, J.J. Pino & A. Pino",LOU 30723,PreservedSpecimen
Aristolochia paucinervis Pomel,Or,Viana do Bolo,"Pradorramisquedo, Ramiscal",29TPG6768,1164,08-IV-2006,"Entre la vegetación, en medio de rocas",,Escasa,"R. Pino, J.J. Pino & A. Pino",LOU 30724,PreservedSpecimen
Narcissus triandrus L.,Or,Viana do Bolo,"Pradorramisquedo, Ramiscal",29TPG6768,1164,08-IV-2006,En roquedos,,Frecuente,"R. Pino, J.J. Pino & A. Pino",LOU 30725,PreservedSpecimen
Phalacrocarpum oppositifolium (Brot.) Willk.,Or,Viana do Bolo,"Pradorramisquedo, Ramiscal",29TPG6768,1165,08-IV-2006,En roquedos,,Frecuente,"R. Pino, J.J. Pino & A. Pino",LOU 30726,PreservedSpecimen
Viola arvensis Murray,Or,Viana do Bolo,"Pradorramisquedo, Veiga de Abaixo",29TPG6267,1077,08-IV-2006,Prados silíceos abandonados,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30728,PreservedSpecimen
Lamium amplexicaule L.,Or,Viana do Bolo,"Pradorramisquedo, Veiga de Abaixo",29TPG6267,1077,08-IV-2006,Prados silíceos abandonados,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30729,PreservedSpecimen
Narcissus pseudonarcissus L.,Za,Porto,Ponte Nova,29TPG6662,1056,08-IV-2006,Prados húmedo junto a Narcissus bulbocodium,,Escasa,"R. Pino, J.J. Pino & A. Pino",LOU 30730,PreservedSpecimen
Lamium amplexicaule L.,Or,Verín,"Tamagos, río Támega",29TPG2840,369,08-IV-2006,En suelos arenosos entre vides,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30731,PreservedSpecimen
Linaria amethystea (Lam.) Hoffmanns. & Link,Or,Verín,"Tamagos, río Támega",29TPG2840,369,08-IV-2006,En suelos arenosos entre vides,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30732,PreservedSpecimen
Viola arvensis Murray,Or,Verín,"Tamagos, río Támega",29TPG2840,369,08-IV-2006,En suelos arenosos entre vides,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30733,PreservedSpecimen
Narcissus asturiensis (Jord.) Pugsley,Or,Viana do Bolo,"Pradorramisquedo, Caneiros de Puñerba",29TPG6667,1153,08-IV-2006,En grietas de roquedos recientemente quemados,,Frecuente,"R. Pino, J.J. Pino & A. Pino",LOU 30734,PreservedSpecimen
Narcissus rupicola Dufour,Or,Viana do Bolo,"Pradorramisquedo, Caneiros de Puñerba",29TPG6667,1153,08-IV-2006,En grietas de roquedos recientemente quemados,,Abundante,"R. Pino, J.J. Pino & A. Pino",LOU 30735,PreservedSpecimen
Alliaria petiolata (M. Bieb.) Cavara & Grande,Or,Oímbra,Río Támega,29TPG2839,369,08-IV-2006,En tierras removidas al lado del río,,Escasa,"R. Pino, J.J. Pino & A. Pino",LOU 30736,PreservedSpecimen
Romulea bulbocodium (L.) Sebast. & Mauri,Or,San Cristovo de Cea,"Confurco, Serra do Faro",29TNH8713,928,12-IV-2006,"En monte bajo, con Ulex, Pterospartum y Erica",,Abundante,R. Pino & J.J. Pino,LOU 30737,PreservedSpecimen
Gagea nevadensis Boiss.,Or,San Cristovo de Cea,"Confurco, Serra do Faro",29TNH8713,932,12-IV-2006,"En monte bajo, con Ulex, Pterospartum y Erica",,Abundante,R. Pino & J.J. Pino,LOU 30738,PreservedSpecimen
Narcissus bulbocodium L.,Or,San Cristovo de Cea,"Confurco, Serra do Faro",29TNH8713,928,12-IV-2006,"En monte bajo, con Ulex, Pterospartum y Erica",,Muy abundante,R. Pino & J.J. Pino,LOU 30739,PreservedSpecimen
Gagea nevadensis Boiss.,Lu,Carballedo,"Furco, Serra do Faro",29TNH8815,1037,12-IV-2006,En pequeños prados sobre rocas,,Abundante,R. Pino & J.J. Pino,LOU 30740,PreservedSpecimen
Romulea bulbocodium (L.) Sebast. & Mauri,Lu,Carballedo,"Furco, Serra do Faro",29TNH8815,1037,12-IV-2006,En pequeños prados sobre rocas,,Abundante,R. Pino & J.J. Pino,LOU 30741,PreservedSpecimen
Ranunculus nigrescens Freyn,Lu,Carballedo,"Furco, Serra do Faro",29TNH8815,1037,12-IV-2006,Entre grietas de rocas,,Abundante,R. Pino & J.J. Pino,LOU 30742,PreservedSpecimen
Narcissus bulbocodium L.,Lu,Carballedo,"Furco, Serra do Faro",29TNH8815,1037,12-IV-2006,Entre grietas de rocas,,Muy abundante,R. Pino & J.J. Pino,LOU 30743,PreservedSpecimen
Narcissus bulbocodium L.,Po,Rodeiro,Alto da Serra do Faro,29TNH9019,1122,12-IV-2006,"En monte bajo, con Ulex, Pterospartum y Erica",,Muy abundante,R. Pino & J.J. Pino,LOU 30744,PreservedSpecimen
Gagea nevadensis Boiss.,Po,Rodeiro,Alto da Serra do Faro,29TNH9019,1122,12-IV-2006,"En monte bajo, con Ulex, Pterospartum y Erica",,Abundante,R. Pino & J.J. Pino,LOU 30745,PreservedSpecimen
Ranunculus nigrescens Freyn,Po,Rodeiro,Alto da Serra do Faro,29TNH9019,1122,12-IV-2006,"En monte bajo, con Ulex, Pterospartum y Erica",,Abundante,R. Pino & J.J. Pino,LOU 30746,PreservedSpecimen
Ajuga reptans L.,Po,Cangas,Sierra Poniente,29TNG1778,80,10-IV-2006,En prado,,Escasa,R. Pino & J.J. Pino,LOU 30747,PreservedSpecimen
Scilla verna Huds.,C,Cariño,Serra de A Capelada,29TNJ8846,200,11-II-2006,En grietas del acantilado,,Escasa,"R. Pino, J.J. Pino & A. Pino",LOU 30748,PreservedSpecimen
Scilla verna Huds.,Po,Moaña,Monte Jaján,29TNG2485,620,13-IV-2006,En monte bajo,,Abundante,R. Pino & J.J. Pino,LOU 30749,PreservedSpecimen
Sherardia arvensis L.,Po,Cangas,Sierra Poniente,29TNG1778,80,10-IV-2006,En prado,,Abundante,R. Pino & J.J. Pino,LOU 30750,PreservedSpecimen
Veronica arvensis L.,Po,Cangas,Sierra Poniente,29TNG1778,80,10-IV-2006,En prado,,Abundante,R. Pino & J.J. Pino,LOU 30751,PreservedSpecimen
Orchis mascula L.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5420,750,22-IV-2006,En zona caliza,,Abundante,"R. Pino, M.J. García & Alba Pino",LOU 30754,PreservedSpecimen
Anemone nemorosa L.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5420,750,22-IV-2006,"En prados inclinados, sombríos y húmedos",,Muy abundante,"R. Pino, M.J. García & Alba Pino",LOU 30756,PreservedSpecimen
Chrysosplenium oppositifolium L.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5418,1100,22-IV-2006,Sobre talud húmedo en riachuelo,,Abundante,"R. Pino, M.J. García & Alba Pino",LOU 30757,PreservedSpecimen
Narcissus asturiensis (Jord.) Pugsley,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5418,1100,22-IV-2006,En el sotobosque de la Devesa,,Abundante,"R. Pino, M.J. García & Alba Pino",LOU 30758,PreservedSpecimen
Erythronium dens-canis L.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5418,1100,22-IV-2006,En el sotobosque de la Devesa,,Abundante,"R. Pino, M.J. García & Alba Pino",LOU 30759,PreservedSpecimen
Narcissus pseudonarcissus L.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5519,1300,22-IV-2006,En el sotobosque de la Devesa,,Abundante,"R. Pino, M.J. García & Alba Pino",LOU 30760,PreservedSpecimen
Corydalis cava (L.) Schweigg. & Körte,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5519,1300,22-IV-2006,En el sotobosque de la Devesa,,Abundante,"R. Pino, M.J. García & Alba Pino",LOU 30761,PreservedSpecimen
Oxalis acetosella L.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5519,1300,22-IV-2006,En el sotobosque de la Devesa,,Abundante,"R. Pino, M.J. García & Alba Pino",LOU 30762,PreservedSpecimen
Mercurialis perennis L.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5519,1300,22-IV-2006,En lugares soleados de la Devesa,,Abundante,"R. Pino, M.J. García & Alba Pino",LOU 30763,PreservedSpecimen
Saxifraga paniculata Mill.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5519,1250,22-IV-2006,"Sobre rocas calizas, en lugares soleados",,Escasa,"R. Pino, M.J. García & Alba Pino",LOU 30765,PreservedSpecimen
Daphne laureola L.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5620,1300,22-IV-2006,En zonas sombrías,,Frecuente,"R. Pino, M.J. García & Alba Pino",LOU 30766,PreservedSpecimen
Narcissus triandrus L.,Or,A Veiga,"A Ponte, prados cercanos al pueblo",29TPG7480,1138,29-IV-2006,En borde de prados,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño & V. ?",LOU 30767,PreservedSpecimen
Gagea nevadensis Boiss.,Or,A Veiga,"A Ponte, subida a Lagoa da Serpe",29TPG7579,1453,29-IV-2006,En roquedos y bordes de caminos,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño & V. ?",LOU 30768,PreservedSpecimen
Ranunculus nigrescens Freyn,Or,A Veiga,"A Ponte, subida a Lagoa da Serpe",29TPG7579,1453,29-IV-2006,En roquedos,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño & V. ?",LOU 30769,PreservedSpecimen
Thymelaea coridifolia subsp. dendrobryum (Rothm.) M. Laínz,Or,A Veiga,"A Ponte, subida a Lagoa da Serpe",29TPG7679,1583,29-IV-2006,Entre roquedos,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño & V. ?",LOU 30770,PreservedSpecimen
Thymelaea coridifolia subsp. dendrobryum (Rothm.) M. Laínz,Or,A Veiga,"A Ponte, subida a Lagoa da Serpe",29TPG7678,1670,29-IV-2006,En prados ralos de Erica y Pterospartum,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño & V. ?",LOU 30771,PreservedSpecimen
Crocus carpetanus Boiss. & Reut.,Or,A Veiga,"A Ponte, subida a Lagoa da Serpe",29TPG7678,1646,29-IV-2006,En prados ralos de Erica y Pterospartum,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño & V. ?",LOU 30772,PreservedSpecimen
Narcissus asturiensis (Jord.) Pugsley,Or,A Veiga,"A Ponte, subida a Lagoa da Serpe",29TPG7678,1646,29-IV-2006,En prados ralos de Erica y Pterospartum,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño & V. ?",LOU 30773,PreservedSpecimen
Erythronium dens-canis L.,Or,A Veiga,"A Ponte, subida a Lagoa da Serpe",29TPG7678,1646,29-IV-2006,En prados ralos de Erica y Pterospartum,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño & V. ?",LOU 30774,PreservedSpecimen
Gagea pratensis (Pers.) Dumort.,Or,A Veiga,"A Ponte, Canal de drenaje de A Lagoa da Serpe",29TPG7878,1700,29-IV-2006,En prados húmedos y de suelo profundo del canal de drenaje de A Lagoa da Serpe,,Escasa,"R. Pino, J.J. Pino, J.L. Camaño & V. ?",LOU 30778,PreservedSpecimen
Narcissus bulbocodium L.,Po,A Cañiza,"Monte Pedroso, As Chanciñas",29TNG6078,1051,02-IV-2006,En zonas húmedas entre batolitos,,Abundante,R. Pino & J.J. Pino,LOU 30779,PreservedSpecimen
Centaurea cyanus L.,Po,Pontevedra,Placeres,29TNG2695,3,12-V-2006,En margén nitrificado de carretera,,1 ejemplar,R. Pino & J.J. Pino,LOU 30780,PreservedSpecimen
Bromus willdenowii Kunth,Po,Pontevedra,Placeres,29TNG2695,3,12-V-2006,En margén nitrificado de carretera,,Abundante,R. Pino & J.J. Pino,LOU 30781,PreservedSpecimen
Secale cereale L.,Po,Pontevedra,Placeres,29TNG2695,3,12-V-2006,En margén nitrificado de carretera,,Abundante,R. Pino & J.J. Pino,LOU 30782,PreservedSpecimen
Knautia integrifolia (L.) Bertol.,Po,Pontevedra,Placeres,29TNG2695,3,12-V-2006,En margén nitrificado de carretera,,Abundante,R. Pino & J.J. Pino,LOU 30783,PreservedSpecimen
Silybum marianum (L.) Gaertn.,Po,Pontevedra,Placeres,29TNG2695,3,12-V-2006,En margén nitrificado de carretera,,Escasa,R. Pino & J.J. Pino,LOU 30784,PreservedSpecimen
Thapsia minor Hoffmanns. & Link,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1017,17-VI-2006,En matorral de monte bajo,,Frecuente,R. Pino & J.J. Pino,LOU 30785,PreservedSpecimen
Tuberaria globulariifolia (Lam.) Willk.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1017,17-VI-2006,En suelos desnudos de bordes del camino,,Abundante,R. Pino & J.J. Pino,LOU 30788,PreservedSpecimen
Laserpitium eliasii subsp. thalictrifolium (Samp.) P. Monts.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1017,17-VI-2006,En suelos desnudos de bordes del camino,,Frecuente,R. Pino & J.J. Pino,LOU 30789,PreservedSpecimen
Hieracium amplexicaule L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1017,17-VI-2006,En suelos desnudos de bordes del camino,,Escasa,R. Pino & J.J. Pino,LOU 30790,PreservedSpecimen
Sesamoides suffruticosa (Lange) Kuntze,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1017,17-VI-2006,En suelos desnudos de bordes del camino,,Abundante,R. Pino & J.J. Pino,LOU 30791,PreservedSpecimen
Jasione montana L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1017,17-VI-2006,En suelos desnudos de bordes del camino,,Muy abundante,R. Pino & J.J. Pino,LOU 30792,PreservedSpecimen
Pinguicula lusitanica L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1021,17-VI-2006,En talud húmedo,,Escasa,R. Pino & J.J. Pino,LOU 30794,PreservedSpecimen
Drosera rotundifolia L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1021,17-VI-2006,En talud húmedo,,Abundante,R. Pino & J.J. Pino,LOU 30795,PreservedSpecimen
Narthecium ossifragum (L.) Huds.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1021,17-VI-2006,En talud húmedo,,Abundante,R. Pino & J.J. Pino,LOU 30796,PreservedSpecimen
Carex binervis Sm.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1021,17-VI-2006,En talud húmedo,,Frecuente,R. Pino & J.J. Pino,LOU 30797,PreservedSpecimen
Tuberaria globulariifolia (Lam.) Willk.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1021,17-VI-2006,En matorral de Erica y Pterospartum,,Abundante,R. Pino & J.J. Pino,LOU 30798,PreservedSpecimen
Ranunculus bupleuroides Brot.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7732,961,17-VI-2006,En matorral de Erica y Pterospartum,,Escasa,R. Pino & J.J. Pino,LOU 30799,PreservedSpecimen
Thapsia minor Hoffmanns. & Link,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7732,961,17-VI-2006,En claros de matorral,,Frecuente,R. Pino & J.J. Pino,LOU 30800,PreservedSpecimen
Osmunda regalis L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7732,960,17-VI-2006,Entre rocas del río,,Abundante,R. Pino & J.J. Pino,LOU 30802,PreservedSpecimen
Thapsia villosa L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7732,960,17-VI-2006,En talud con matorral bajo,,Escasa,R. Pino & J.J. Pino,LOU 30803,PreservedSpecimen
Thesium pyrenaicum Pourr.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7732,960,17-VI-2006,Entre rocas del río,,Frecuente,R. Pino & J.J. Pino,LOU 30804,PreservedSpecimen
Solidago virgaurea L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7732,960,17-VI-2006,Entre rocas del río,,Frecuente,R. Pino & J.J. Pino,LOU 30805,PreservedSpecimen
Euphorbia dulcis L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7732,960,17-VI-2006,Entre rocas del río,,Escasa,R. Pino & J.J. Pino,LOU 30806,PreservedSpecimen
Amelanchier ovalis Medik.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7732,960,17-VI-2006,Entre rocas del río,,Frecuente,R. Pino & J.J. Pino,LOU 30807,PreservedSpecimen
Cytinus hypocistis (L.) L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1022,17-VI-2006,En talud de tierra parasitando Halimium lasianthum,,Escasa,R. Pino & J.J. Pino,LOU 30808,PreservedSpecimen
Silene nutans L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1017,17-VI-2006,En lugar pedregoso,,Abundante,R. Pino & J.J. Pino,LOU 30809,PreservedSpecimen
Ranunculus bupleuroides Brot.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7732,961,17-VI-2006,En matorral de monte bajo,,Frecuente,R. Pino & J.J. Pino,LOU 30810,PreservedSpecimen
Amelanchier ovalis Medik.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7732,960,17-VI-2006,Sobre la ribera del arroyo,,Frecuente,R. Pino & J.J. Pino,LOU 30811,PreservedSpecimen
Jasione montana L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1017,17-VI-2006,En margen de camino,,Muy abundante,R. Pino & J.J. Pino,LOU 30813,PreservedSpecimen
Pinguicula lusitanica L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1021,17-VI-2006,En talud húmedo,,Escasa,R. Pino & J.J. Pino,LOU 30817,PreservedSpecimen
Drosera rotundifolia L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1021,17-VI-2006,En talud húmedo,,Abundante,R. Pino & J.J. Pino,LOU 30818,PreservedSpecimen
Cirsium filipendulum Lange,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1017,17-VI-2006,En brezal,,Escasa,R. Pino & J.J. Pino,LOU 30820,PreservedSpecimen
Hieracium amplexicaule L.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1017,17-VI-2006,En brezal,,Escasa,R. Pino & J.J. Pino,LOU 30821,PreservedSpecimen
Agrostis delicatula Lapeyr.,Or,Lobios,"Serra do Xurés, O Fitoiro, camino al valle de las Sombras",29TNG7731,1017,17-VI-2006,En brezal,,Frecuente,R. Pino & J.J. Pino,LOU 30822,PreservedSpecimen
Anthericum liliago L.,Or,Lobios,"Serra do Xurés, A Carballiña, camino del valle de las Sombras",29TNG7735,1000,17-VI-2006,En matorral con Erica y Pterospartum,,Escasa,R. Pino & J.J. Pino,LOU 30823,PreservedSpecimen
Tanacetum corymbosum (L.) Sch. Bip.,Or,Lobios,"Serra do Xurés, A Carballiña, camino del valle de las Sombras",29TNG7735,1000,17-VI-2006,En matorral con Erica y Pterospartum,,Escasa,R. Pino & J.J. Pino,LOU 30824,PreservedSpecimen
Chamaesyce maculata (L.) Small,Po,Cangas,Aldán,29TNG1581,5,01-VI-2006,En suelos pobres y desnudos,,Abundante,R. Pino & J.J. Pino,LOU 30826,PreservedSpecimen
Trifolium angustifolium L.,Po,Cangas,Playa de Barra,29TNG1279,3,20-VI-2006,En dunas secundarias,,Frecuente,R. Pino & J.J. Pino,LOU 30827,PreservedSpecimen
Sixalix atropurpurea (L.) Greuter & Burdet,Po,A Cañiza,Burgo,29TNG6275,650,25-VI-2006,En márgenes de carretera,,Abundante,R. Pino & J.J. Pino,LOU 30828,PreservedSpecimen
Narthecium ossifragum (L.) Huds.,Po,A Cañiza,Monte Pedroso,29TNG6077,1044,25-VI-2006,En talud húmedo,,Abundante,R. Pino & J.J. Pino,LOU 30829,PreservedSpecimen
Veronica officinalis L.,Or,Melón,Monte Pedroso,29TNG6077,1044,25-VI-2006,En borde de arroyo,,Escasa,R. Pino & J.J. Pino,LOU 30830,PreservedSpecimen
Polygala vulgaris L.,Or,Melón,Monte Pedroso,29TNG6077,1044,25-VI-2006,En matorral de brezo,,Frecuente,R. Pino & J.J. Pino,LOU 30831,PreservedSpecimen
Carex binervis Sm.,Or,Melón,Monte Pedroso,29TNG6077,1044,25-VI-2006,En turbera,,Frecuente,R. Pino & J.J. Pino,LOU 30832,PreservedSpecimen
Anagallis tenella (L.) L.,Or,Melón,Monte Pedroso,29TNG6077,1044,25-VI-2006,En turbera,,Frecuente,R. Pino & J.J. Pino,LOU 30833,PreservedSpecimen
Arnica montana L.,Or,Melón,Monte Pedroso,29TNG6077,1044,25-VI-2006,En turbera,,Frecuente,R. Pino & J.J. Pino,LOU 30834,PreservedSpecimen
Eleocharis multicaulis (Sm.) Desv.,Or,Melón,Monte Pedroso,29TNG6077,1044,25-VI-2006,En turbera,,Frecuente,R. Pino & J.J. Pino,LOU 30835,PreservedSpecimen
Drosera intermedia Hayne,Or,Melón,Monte Pedroso,29TNG6077,1044,25-VI-2006,En turbera,,Frecuente,R. Pino & J.J. Pino,LOU 30836,PreservedSpecimen
