collectionCode,scientificName,identifiedBy,verbatimIdentification,identificationRemarks,identificationQualifier,identificationReferences,year,month,day,recordedBy,otherCatalogNumbers,countryCode,stateProvince,county,verbatimLocality,verbatimCoordinates,verbatimElevation,habitat,9069,catalogNumber,occurrenceID,basisOfRecord
SANT-Bryo,Aloina aloides (Koch ex Schultz) Kindb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo de acebuchal,,7253-A,SANT:SANT-Bryo:7253-A,HumanObservation
SANT-Bryo,Entosthodon pulchellus (H.Philib.) Brugués,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo de acebuchal,,7253-B,SANT:SANT-Bryo:7253-B,HumanObservation
SANT-Bryo,Pleurochaete squarrosa (Brid.) Lindb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo de acebuchal,,7253-C,SANT:SANT-Bryo:7253-C,HumanObservation
SANT-Bryo,Cheilothela chloropus (Brid.) Broth.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo de acebuchal,,7253-D,SANT:SANT-Bryo:7253-D,HumanObservation
SANT-Bryo,Didymodon tophaceus (Brid.) Lisa,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo de acebuchal,,7254-A,SANT:SANT-Bryo:7254-A,HumanObservation
SANT-Bryo,Aloina ambigua (Bruch & Schimp.) Limpr.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,Suelo de acebuchal,,7255-A,SANT:SANT-Bryo:7255-A,HumanObservation
SANT-Bryo,Aloina ambigua (Bruch & Schimp.) Limpr.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7255-B,SANT:SANT-Bryo:7255-B,HumanObservation
SANT-Bryo,Bryum radiculosum Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7256-A,SANT:SANT-Bryo:7256-A,HumanObservation
SANT-Bryo,Oxymitra incrassata (Brot.) Sérgio & Sim-Sim,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7256-B,SANT:SANT-Bryo:7256-B,HumanObservation
SANT-Bryo,Pleurochaete squarrosa (Brid.) Lindb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7256-C,SANT:SANT-Bryo:7256-C,HumanObservation
SANT-Bryo,Amblystegium serpens (Hedw.) Schimp.,M. C. Viera,,,,M. O. Hill et al. (2006),1989,5,18,M. C. Viera et al.,,ES,Lu,Santa Ana,Valle de Santa Ana,,,Terrícola (cerca del agua),,7257-A,SANT:SANT-Bryo:7257-A,HumanObservation
SANT-Bryo,Amblystegium serpens (Hedw.) Schimp.,M. C. Viera,,,,M. O. Hill et al. (2006),1989,5,18,M. C. Viera et al.,,ES,Lu,Santa Ana,Valle de Santa Ana,,,Sobre roca,,7258-A,SANT:SANT-Bryo:7258-A,HumanObservation
SANT-Bryo,Targionia hypophylla L.,M. C. Viera,,,,R. M. Ros et al. (2007),1989,5,18,M. C. Viera et al.,,ES,C,Santa Ana,Valle de Santa Ana,,,Sobre roca,,7259-A,SANT:SANT-Bryo:7259-A,HumanObservation
SANT-Bryo,Antitrichia curtipendula (Hedw.) Brid.,M. C. Viera,,,,M. O. Hill et al. (2006),1989,5,18,M. C. Viera et al.,,ES,C,Santa Ana,Valle de Santa Ana,,,Sobre tronco de olivo (inferior),,7260-A,SANT:SANT-Bryo:7260-A,HumanObservation
SANT-Bryo,Antitrichia curtipendula (Hedw.) Brid.,M. C. Viera,,,,M. O. Hill et al. (2006),1989,5,18,M. C. Viera et al.,,ES,Lu,Santa Ana,Valle de Santa Ana,,,Parte alta de olivo,,7261-A,SANT:SANT-Bryo:7261-A,HumanObservation
SANT-Bryo,Homalothecium sericeum (Hedw.) Schimp.,M. C. Viera,,,,M. O. Hill et al. (2006),1989,5,18,M. C. Viera et al.,,ES,Lu,Santa Ana,Valle de Santa Ana,,,Parte alta de olivo,,7262-A,SANT:SANT-Bryo:7262-A,HumanObservation
SANT-Bryo,Leucodon sciuroides (Hedw.) Schwaegr.,M. C. Viera,,,,M. O. Hill et al. (2006),1989,5,18,M. C. Viera et al.,,ES,Lu,Santa Ana,Valle de Santa Ana,,,Parte alta de olivo,,7263-A,SANT:SANT-Bryo:7263-A,HumanObservation
SANT-Bryo,Antitrichia curtipendula (Hedw.) Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,1989,5,18,M. C. Viera et al.,,ES,Lu,Santa Ana,Valle de Santa Ana,,,"En árbol, parte inferior",,7263-B,SANT:SANT-Bryo:7263-B,HumanObservation
SANT-Bryo,Homalothecium sericeum (Hedw.) Schimp.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,1989,5,18,M. C. Viera et al.,,ES,Lu,Santa Ana,Valle de Santa Ana,,,"En árbol, parte inferior",,7264-A,SANT:SANT-Bryo:7264-A,HumanObservation
SANT-Bryo,Archidium alternifolium ( Hedw.) Mitt.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,Lu,,Monfragüe,,,Suelo jaral,,7264-B,SANT:SANT-Bryo:7264-B,HumanObservation
SANT-Bryo,Riccia ciliifera Link ex Lindenb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,Suelo jaral,,7265-A,SANT:SANT-Bryo:7265-A,HumanObservation
SANT-Bryo,Archidium alternifolium ( Hedw.) Mitt.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,Suelo jaral,,7265-B,SANT:SANT-Bryo:7265-B,HumanObservation
SANT-Bryo,Riccia ciliifera Link ex Lindenb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,Suelo jaral,,7266-A,SANT:SANT-Bryo:7266-A,HumanObservation
SANT-Bryo,Barbula convoluta Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,Suelo jaral,,7266-B,SANT:SANT-Bryo:7266-B,HumanObservation
SANT-Bryo,Cephaloziella hampeana (Nees) Schiffn. ,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,Lu,,Monfragüe,,,Suelo jaral,,7267-A,SANT:SANT-Bryo:7267-A,HumanObservation
SANT-Bryo,Ceratodon purpureus (Hedw.) Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,Lu,,Monfragüe,,,Suelo jaral,,7267-B,SANT:SANT-Bryo:7267-B,HumanObservation
SANT-Bryo,Barbula convoluta Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,Lu,,Monfragüe,,,Suelo jaral,,7267-C,SANT:SANT-Bryo:7267-C,HumanObservation
SANT-Bryo,Ceratodon purpureus (Hedw.) Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,Suelo jaral,,7268-A,SANT:SANT-Bryo:7268-A,HumanObservation
SANT-Bryo,Barbula convoluta Hedw. var. convoluta,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso,,ES,Lu,Santiago de Compostela,Fuente de San Antonio,,,Fuente,,7269-A,SANT:SANT-Bryo:7269-A,HumanObservation
SANT-Bryo,Bryum caespiticium Hedw.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso,,ES,C,Santiago de Compostela,Fuente de San Antonio,,,Fuente,,7270-A,SANT:SANT-Bryo:7270-A,HumanObservation
SANT-Bryo,Tortula vahliana (Schultz) Mont.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso,,ES,C,Santiago de Compostela,Fuente de San Antonio,,,Fuente,,7270-B,SANT:SANT-Bryo:7270-B,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso,,ES,C,Santiago de Compostela,Fuente de San Antonio,,,Fuente,,7271-A,SANT:SANT-Bryo:7271-A,HumanObservation
SANT-Bryo,Bartramia ithyphylla Brid.,M. C. Viera,,,,M. O. Hill et al. (2006),,,,M. C. Viera et al.,,ES,Lu,Gredos,Cinco Lagunas,,1400.0,Sobre tierra,,7272-A,SANT:SANT-Bryo:7272-A,HumanObservation
SANT-Bryo,Brachythecium rutabulum (Hedw.) Schimp.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo bajo acebuche,,7273-A,SANT:SANT-Bryo:7273-A,HumanObservation
SANT-Bryo,Bryum alpinum Huds. ex With.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,Suelo jaral,,7273-B,SANT:SANT-Bryo:7273-B,HumanObservation
SANT-Bryo,Archidium alternifolium ( Hedw.) Mitt.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,Suelo jaral,,7274-A,SANT:SANT-Bryo:7274-A,HumanObservation
SANT-Bryo,Riccia ciliifera Link ex Lindenb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,Suelo jaral,,7274-B,SANT:SANT-Bryo:7274-B,HumanObservation
SANT-Bryo,Bryum alpinum Huds. ex With.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,"Suelo, arrollo",,7274-C,SANT:SANT-Bryo:7274-C,HumanObservation
SANT-Bryo,Bryum alpinum Huds. ex With.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,Suelo jaral,,7275-A,SANT:SANT-Bryo:7275-A,HumanObservation
SANT-Bryo,Bryum alpinum Huds. ex With.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,"Arroyo, jaral",,7276-A,SANT:SANT-Bryo:7276-A,HumanObservation
SANT-Bryo,Bryum caespiticium Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,Lu,,"Monfragüe. Parque, km 20. ",,,Suelo jaral,,7277-A,SANT:SANT-Bryo:7277-A,HumanObservation
SANT-Bryo,Bryum caespiticium Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2014,3,6,J. Reinoso & M. C. Viera,,ES,Lu,Baños de Montemayor,,,,Muro,,7277-B,SANT:SANT-Bryo:7277-B,HumanObservation
SANT-Bryo,Bryum torquescens Bruch  & Schimp.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2014,3,6,J. Reinoso & M. C. Viera,,ES,Lu,Baños de Montemayor,,,,Muro,,7278-A,SANT:SANT-Bryo:7278-A,HumanObservation
SANT-Bryo,Didymodon vinealis (Brid.) R.H.Zander,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2014,3,6,J. Reinoso & M. C. Viera,,ES,Lu,Baños de Montemayor,,,,Muro,,7279-A,SANT:SANT-Bryo:7279-A,HumanObservation
SANT-Bryo,Grimmia pulvinata (Hedw.) Sm.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2014,3,6,J. Reinoso & M. C. Viera,,ES,Lu,Baños de Montemayor,,,,Muro,,7279-B,SANT:SANT-Bryo:7279-B,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2014,3,6,J. Reinoso & M. C. Viera,,ES,Lu,Baños de Montemayor,,,,Muro,,7280-A,SANT:SANT-Bryo:7280-A,HumanObservation
SANT-Bryo,Bryum capillare Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,Suelo jaral,,7281-A,SANT:SANT-Bryo:7281-A,HumanObservation
SANT-Bryo,Bryum capillare Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,Lu,,"Monfragüe. Parque, km 20. ",,,Suelo jaral,,7282-A,SANT:SANT-Bryo:7282-A,HumanObservation
SANT-Bryo,Bryum dichotomum Hedw.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,C,Santiago de Compostela,Iglesia de San Martín Pinario,,,Escaleras,,7283-A,SANT:SANT-Bryo:7283-A,HumanObservation
SANT-Bryo,Tortella flavovirens (Bruch) Broth.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,C,Santiago de Compostela,Iglesia de San Martín Pinario,,,Escaleras,,7283-B,SANT:SANT-Bryo:7283-B,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,C,Santiago de Compostela,Iglesia de San Martín Pinario,,,Escaleras,,7283-C,SANT:SANT-Bryo:7283-C,HumanObservation
SANT-Bryo,Brachythecium rutabulum (Hedw.) Schimp.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,C,Santiago de Compostela,Iglesia de San Martín Pinario,,,Escaleras,,7284-A,SANT:SANT-Bryo:7284-A,HumanObservation
SANT-Bryo,Bryum dichotomum Hedw.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,Lu,Santiago de Compostela,Iglesia de San Martín Pinario,,,Escaleras de la fachada principal,,7285-A,SANT:SANT-Bryo:7285-A,HumanObservation
SANT-Bryo,Grimmia pulvinata (Hedw.) Sm.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,C,Santiago de Compostela,Iglesia de San Martín Pinario,,,Escaleras de la fachada principal,,7286-A,SANT:SANT-Bryo:7286-A,HumanObservation
SANT-Bryo,Tortula vahliana (Schultz) Mont.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,C,Santiago de Compostela,Iglesia de San Martín Pinario,,,Escaleras de la fachada principal,,7286-B,SANT:SANT-Bryo:7286-B,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,C,Santiago de Compostela,Iglesia de San Martín Pinario,,,Escaleras de la fachada principal,,7286-C,SANT:SANT-Bryo:7286-C,HumanObservation
SANT-Bryo,Bryum argenteum Hedw.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,C,Santiago de Compostela,Iglesia de San Martín Pinario,,,Escaleras de la fachada principal,,7286-D,SANT:SANT-Bryo:7286-D,HumanObservation
SANT-Bryo,Didymodon vinealis (Brid.) R.H.Zander,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,Lu,Santiago de Compostela,Iglesia de San Martín Pinario,,,Escaleras de la fachada principal,,7287-A,SANT:SANT-Bryo:7287-A,HumanObservation
SANT-Bryo,Bryum gemmiparum De Not.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso,,ES,Lu,Santiago de Compostela,Fuente de los Caballos,,,Fuente,,7287-B,SANT:SANT-Bryo:7287-B,HumanObservation
SANT-Bryo,Bryum pseudotriquetrum (Hedw.) P.Gaertn. B.Mey. & Scherb.,M. C. Viera,Bryum pseudotriquetrum (Hedw.) P.Gaertn. et al ,,,M. O. Hill et al. (2006),2014,5,3,J. Reinoso & M. C. Viera,,ES,Lu,,Isla de la Toja,,,Tronco de palmera,,7288-A,SANT:SANT-Bryo:7288-A,HumanObservation
SANT-Bryo,Bryum radiculosum Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,Suelo acebuchal,,7289-A,SANT:SANT-Bryo:7289-A,HumanObservation
SANT-Bryo,Bryum radiculosum Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7289-B,SANT:SANT-Bryo:7289-B,HumanObservation
SANT-Bryo,Aloina ambigua (Bruch & Schimp.) Limpr.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7290-A,SANT:SANT-Bryo:7290-A,HumanObservation
SANT-Bryo,Bryum radiculosum Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7291-A,SANT:SANT-Bryo:7291-A,HumanObservation
SANT-Bryo,Entosthodon pulchellus (H.Philib.) Brugués,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7292-A,SANT:SANT-Bryo:7292-A,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7292-A,SANT:SANT-Bryo:7292-A,HumanObservation
SANT-Bryo,Pseudocrossidium hornschuchianum (K.F.Schultz) R.H.Zander,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7293-A,SANT:SANT-Bryo:7293-A,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7294-A,SANT:SANT-Bryo:7294-A,HumanObservation
SANT-Bryo,Didymodon tophaceus (Brid.) Lisa,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7295-A,SANT:SANT-Bryo:7295-A,HumanObservation
SANT-Bryo,Pleurochaete squarrosa (Brid.) Lindb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7296-A,SANT:SANT-Bryo:7296-A,HumanObservation
SANT-Bryo,Bryum radiculosum Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7297-A,SANT:SANT-Bryo:7297-A,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7298-A,SANT:SANT-Bryo:7298-A,HumanObservation
SANT-Bryo,Pseudocrossidium hornschuchianum (K.F.Schultz) R.H.Zander,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7298-B,SANT:SANT-Bryo:7298-B,HumanObservation
SANT-Bryo,Barbula convoluta Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7299-A,SANT:SANT-Bryo:7299-A,HumanObservation
SANT-Bryo,Bryum radiculosum Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7299-B,SANT:SANT-Bryo:7299-B,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7300-A,SANT:SANT-Bryo:7300-A,HumanObservation
SANT-Bryo,Bryum radiculosum Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7301-A,SANT:SANT-Bryo:7301-A,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7302-A,SANT:SANT-Bryo:7302-A,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,"Roca caliza, acebuchal",,7302-B,SANT:SANT-Bryo:7302-B,HumanObservation
SANT-Bryo,Bryum rubens Mitt.,M. C. Viera,,,,M. O. Hill et al. (2006),1997,5,16,M. C. Viera,,ES,C,Muros,Louro,,,"Playa, talud húmedo entre juncos y zarzas",,7303-A,SANT:SANT-Bryo:7303-A,HumanObservation
SANT-Bryo,Bryum torquescens Bruch  & Schimp.,M. C. Viera,Bryum torquescens?,,???,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,Suelo acebuchal,,7304-A,SANT:SANT-Bryo:7304-A,HumanObservation
SANT-Bryo,Barbula unguiculata Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,Suelo acebuchal,,7304-B,SANT:SANT-Bryo:7304-B,HumanObservation
SANT-Bryo,Cephaloziella baumgartneri Schiffn.,M. C. Viera,,,,R. M. Ros et al. (2007),2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo acebuchal,,7305-A,SANT:SANT-Bryo:7305-A,HumanObservation
SANT-Bryo,Cheilothela chloropus (Brid.) Broth.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo acebuchal,,7305-A,SANT:SANT-Bryo:7305-A,HumanObservation
SANT-Bryo,Didymodon tophaceus (Brid.) Lisa,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,Suelo acebuchal,,7306-A,SANT:SANT-Bryo:7306-A,HumanObservation
SANT-Bryo,Aloina aloides (Koch ex Schultz) Kindb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Lu,Mérida,Sierra Carija,,,Suelo acebuchal,,7307-A,SANT:SANT-Bryo:7307-A,HumanObservation
SANT-Bryo,Cephaloziella hampeana (Nees) Schiffn. ,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,"Monfragüe. Parque, km 20. ",,,Talud jaral,,7308-A,SANT:SANT-Bryo:7308-A,HumanObservation
SANT-Bryo,Dicranella heteromalla (Hedw.) Schimp.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,Lu,,"Monfragüe. Parque, km 20. ",,,Talud jaral,,7309-A,SANT:SANT-Bryo:7309-A,HumanObservation
SANT-Bryo,Pogonatum nanum (Schreb. ex Hedw.) P.Beauv.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,Lu,,"Monfragüe. Parque, km 20. ",,,Talud jaral,,7310-A,SANT:SANT-Bryo:7310-A,HumanObservation
SANT-Bryo,Ceratodon purpureus (Hedw.) Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,Lu,,Monfragüe,,,Suelo jaral,,7310-B,SANT:SANT-Bryo:7310-B,HumanObservation
SANT-Bryo,Bryum torquescens Bruch  & Schimp.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,7,J. Reinoso & M. C. Viera,,ES,C,,Monfragüe,,,Suelo jaral,,7311-A,SANT:SANT-Bryo:7311-A,HumanObservation
